# BEAST v1.10.5 Prerelease #23570d1
# Generated Fri Nov 05 10:18:19 EDT 2021 [seed=1636121890340]
state	joint	prior	likelihood	loc.clock.rate	loc.meanRate	loc.rates.CT.NY-NJ	loc.rates.CT.domestic	loc.rates.CT.international	loc.rates.NY-NJ.domestic	loc.rates.NY-NJ.international	loc.rates.domestic.international	loc.rates.NY-NJ.CT	loc.rates.domestic.CT	loc.rates.international.CT	loc.rates.domestic.NY-NJ	loc.rates.international.NY-NJ	loc.rates.international.domestic	loc.indicators.CT.NY-NJ	loc.indicators.CT.domestic	loc.indicators.CT.international	loc.indicators.NY-NJ.domestic	loc.indicators.NY-NJ.international	loc.indicators.domestic.international	loc.indicators.NY-NJ.CT	loc.indicators.domestic.CT	loc.indicators.international.CT	loc.indicators.domestic.NY-NJ	loc.indicators.international.NY-NJ	loc.indicators.international.domestic	loc.nonZeroRates	loc.branchRates	loc.treeLikelihood
20000	-1679.6103232494108	-164.23291535394745	-1515.3774078954634	1.754137885712845	1.7541378857128458	2.5160424328603326	0.053332981219870616	0.3297991798890108	2.733048526956977	0.6860322579512587	0.25052900427530644	4.4175943354134555	1.088526704341484	0.3666209796651794	2.6370880246584223	0.8322576304221785	1.1901813925162932	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0	9.0	0.0	-1515.3774078954634
21000	-1669.001946667272	-162.48904969320523	-1506.5128969740667	1.819212829474337	1.8192128294743308	1.3393077370575797	0.19895027930808293	0.08846681567242798	1.0133308672083634	0.4155042626275496	0.3099037213590506	1.7310988384038166	0.2967203154099291	0.41723004767551136	0.9938140884837056	0.1562464136982568	1.0806858289552892	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0	10.0	0.0	-1506.5128969740667
22000	-1682.070247754049	-151.20970405896952	-1530.8605436950795	1.5608111938334674	1.5608111938334652	2.775922909710982	3.585277167623917	0.17136539793369343	2.493776571422866	0.6314452154801844	0.24365340172376607	3.893885021341222	0.6111837356999406	1.948603574500364	1.0275661616684124	0.31680424344702734	1.2764349895439786	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0	9.0	0.0	-1530.8605436950795
23000	-1675.949079473178	-175.84685195711307	-1500.1022275160649	1.993388677097031	1.9933886770970337	1.4174719909201636	0.9293711215753128	1.7722807926935773	1.108317592063081	0.37361458133205394	0.5834102543527361	1.9834991697972846	0.8937596334024986	1.7462667949857338	0.7393775464906268	0.5299971887423951	0.40611029903040835	1.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0	8.0	0.0	-1500.1022275160649
24000	-1676.7553306391605	-178.56404079613299	-1498.1912898430276	1.9985739849189812	1.9985739849189803	1.1852695286799189	3.2684495940496077	1.8220054921258866	1.0425614222460216	0.396886106156174	0.3408676117040457	1.9440728648325998	0.5408113708092976	2.320363429128896	0.5476949087961934	0.6039425113566957	0.788419583236093	1.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0	8.0	0.0	-1498.1912898430276
25000	-1672.5254958390606	-174.0825239622252	-1498.4429718768354	1.9740334070473868	1.974033407047387	1.6065485694588055	1.444972848659322	1.284373209326745	1.438715226381065	0.4361692914486181	0.46621318095449393	1.907124461849314	0.49056519641602286	0.5352729888916616	0.8195746497933493	0.3152762327516308	1.4649255708505955	1.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0	8.0	0.0	-1498.4429718768354
26000	-1676.5871625861178	-162.555237621826	-1514.0319249642919	1.8359190796769662	1.8359190796769636	1.098492640401311	1.0057265044928145	1.7108662966737869	1.1586995044732238	0.6282957271589698	0.2828806697797315	2.3040912181649977	0.6056600715523176	0.4468276065112819	0.797809278822048	0.3907841533709113	0.8901864678817935	1.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0	8.0	0.0	-1514.0319249642919
27000	-1677.57055465129	-172.5410971269563	-1505.0294575243336	1.8572429309897003	1.8572429309897014	2.1964149220072353	0.9683086011489318	0.3662809680040897	2.337269249836811	0.8941555560079809	1.0183444465705012	4.579842416057122	1.1395374802503115	0.8209773562579791	1.0340875876518603	1.2207232204370853	0.8904278379293216	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0	9.0	0.0	-1505.0294575243336
28000	-1667.7326448920835	-167.23997676988304	-1500.4926681222005	1.8705910342597434	1.8705910342597378	1.2593547576298643	3.3387173083254527	0.12132491771625935	1.471168437969519	0.39490030276225624	0.3229334234035606	1.9330095619506842	0.4962849878817413	0.13188419159249334	0.858405004551051	0.42027283365883455	0.3888170705517391	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0	9.0	0.0	-1500.4926681222005
29000	-1670.5464558757242	-170.9313139706021	-1499.615141905122	1.9135924390568633	1.9135924390568633	1.4280475810489934	1.1814135775262409	0.22089557995354436	1.2993098255333775	0.3686019399712008	0.3689577522445314	2.3708566400784856	0.46160191060123257	0.4036760401116221	0.6519771535941791	0.3855705358111739	0.07277939256648508	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	10.0	0.0	-1499.615141905122
30000	-1673.2843754380835	-173.83820156145956	-1499.446173876624	1.8658493133020342	1.8658493133020286	3.564364922195687	0.093608050784683	0.1916857135883195	3.1145251761637893	0.8443948446964965	0.5689610758321116	4.702115141334105	1.1125020410136204	1.26620381821543	1.495602177682663	0.905665282603469	0.24091126240726995	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0	9.0	0.0	-1499.446173876624
31000	-1679.8354469006708	-178.0623611685004	-1501.7730857321706	1.8629633515019686	1.862963351501974	3.4330156752113337	0.5957160654139605	0.209527734615509	2.762516110649431	1.0271749718869576	1.2487766441589303	3.938930941029443	0.5803803102981028	3.678510622615508	1.5871259023154471	0.8968293364251958	0.28590910317560525	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0	10.0	0.0	-1501.7730857321706
32000	-1680.576637560081	-164.65381964794813	-1515.922817912133	1.7176211846146245	1.7176211846146234	2.028009533327089	0.9330588939846628	0.40251726742799987	2.8073226187494087	0.8115524641612911	0.6565492733105663	4.4726315285352465	0.700155161989394	2.79974305921703	1.545911520135011	0.4499504527619206	0.4254988854422403	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0	10.0	0.0	-1515.922817912133
33000	-1676.5591726023242	-175.8250043332668	-1500.7341682690574	1.8951244356211927	1.8951244356211934	3.1415241298947887	0.6927475018838488	0.18647076718629269	2.896750476862541	1.1150827410014128	0.9642681978080454	4.107433439078051	0.6599032706667392	1.1806780620676167	2.1189822713817197	0.6392185995142363	0.12935043027659787	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0	9.0	0.0	-1500.7341682690574
34000	-1674.042763886128	-174.91154454211016	-1499.1312193440178	1.8887424662848873	1.8887424662848888	2.6270629276147996	0.3033304742000516	0.29362226901456456	2.119153110653911	0.9225732679549482	0.4472384708329179	3.7792867388537315	0.9135232579336559	1.6188779841323868	0.967798634147795	1.0724848903529316	0.042977375196906	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0	10.0	0.0	-1499.1312193440178
35000	-1675.8595842406883	-185.30602908405723	-1490.553555156631	2.0434038771088567	2.043403877108855	2.5518206512117025	0.19881381081823843	0.10074541963113096	3.079940217628426	0.666394648189778	0.9444126769907988	3.9262558345256666	0.9382456545183424	1.1438828313407625	1.345862514750627	0.9816210874486142	0.015894159949903165	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0	9.0	0.0	-1490.553555156631
36000	-1665.232974994744	-158.63012283677412	-1506.60285215797	1.768314986110609	1.7683149861106073	1.231570578867495	0.21374200977312663	0.1459831243895424	1.5144126284757577	0.35528504837008373	0.2891225177548472	2.1361915338424935	0.472708832851634	0.0868244690114232	0.7178456246308117	0.4021865621395976	0.5375487607542092	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0	10.0	0.0	-1506.60285215797
37000	-1670.7046968274565	-173.62522358848656	-1497.07947323897	1.949089187327821	1.9490891873278207	2.3947802659442705	0.34392138923780546	0.15881715563788668	1.244369953089798	0.378757920348145	0.33704062207047275	2.3082873510334756	0.6025511313163595	1.1786022437490207	0.9270784921492382	0.46058397798961925	1.1414840350481132	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0	9.0	0.0	-1497.07947323897
38000	-1677.4567898419587	-170.53978948632445	-1506.9170003556342	1.8494834864752474	1.8494834864752467	1.8972264447129221	1.0097703975235486	0.12339063343599022	1.7015128926764866	0.532190241990132	0.8957995652906099	2.3302429873261126	0.4080759432376767	1.8160607265123192	0.440132393894692	0.32425171711351747	4.584113692528502	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0	9.0	0.0	-1506.9170003556342
39000	-1672.2654296071937	-183.48310489435246	-1488.7823247128413	2.0751108052989427	2.0751108052989475	1.5535011728512613	1.4617721549220952	0.2020957076727485	1.1962995988517142	0.3374910521090963	0.4362065648955138	2.177952525518535	0.7770230710650193	1.151656046713465	0.6657984067979565	0.8378710688410672	0.8317862689775728	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0	9.0	0.0	-1488.7823247128413
40000	-1670.0816958830296	-169.01453708528916	-1501.0671587977404	1.8893322108332766	1.8893322108332742	1.9493969058551575	1.0684964036928015	0.2642856501494808	1.396390684836595	0.3890488185123987	0.4213581016175918	1.9696953540899977	0.514035192017331	1.2524100202847264	1.0227024687208743	0.48819409680614506	0.7320686553531687	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0	9.0	0.0	-1501.0671587977404
41000	-1668.4666423944527	-178.61165745041978	-1489.8549849440328	2.045363032238499	2.045363032238507	1.4811670458068042	0.5066982189010151	0.11529804315477014	1.2804474889453688	0.5060741291424462	0.2099552547551252	2.076417333348466	0.6072007170386297	0.5764876418285391	0.9588007743070537	0.5015959199684626	0.22851207724021222	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0	9.0	0.0	-1489.8549849440328
42000	-1676.8919936722343	-185.70884546363146	-1491.183148208603	2.013121654302529	2.0131216543025197	2.7995784101818995	0.28585657383679564	0.09730220284728544	1.970866133058991	0.6630032369254978	0.5655642404322555	4.789364866157657	0.7680068228462064	1.9215424891838984	1.7309129463778035	0.5873761567630866	0.1466649169649526	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0	10.0	0.0	-1491.183148208603
43000	-1670.0825814811726	-167.26988925387337	-1502.8126922272993	1.8765195405975827	1.8765195405975794	1.4793730477210136	0.13348482496137892	0.14023405875481879	1.2725497442999836	0.3207947024611862	0.5709721398709656	2.529357968434186	0.5683610741785498	1.4153505615827346	0.4840400746572725	0.33764389040717563	1.4581709333742379	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0	9.0	0.0	-1502.8126922272993
44000	-1671.9611117410316	-162.54527410175334	-1509.4158376392782	1.7515653540752125	1.7515653540752139	1.9339558155423668	0.12556341825131337	0.2943295034438381	1.757238625464794	0.4784656079793621	0.8649039811487972	2.6793539826355377	0.5481938129011913	0.3740048334484387	0.9860615023039655	0.456647327199375	2.810309151111172	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0	10.0	0.0	-1509.4158376392782
45000	-1670.005066810464	-158.84423545178734	-1511.1608313586767	1.7526768475088452	1.752676847508844	1.457051706369907	0.1390224197563036	0.13818349459458926	1.1517159461333564	0.2927064956624495	0.6556386104201442	2.4636646766262222	0.5550545478033125	0.5547209606048511	0.6312402586595618	0.6771104676350636	0.8062442886988683	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0	10.0	0.0	-1511.1608313586767
46000	-1673.0496884481765	-179.5476773783114	-1493.5020110698651	1.956195104450929	1.956195104450931	2.085259237316511	0.054723025460008394	0.2658847785289203	2.215463863430637	0.6456489245407877	0.669527060393461	3.246071767423688	0.695286954034237	0.5781163485836045	0.8545567423744975	0.566657400158181	2.6716798131023807	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0	10.0	0.0	-1493.5020110698651
47000	-1674.6656285479899	-175.61828415696826	-1499.0473443910216	1.9353793603197618	1.9353793603197635	1.7723447861842494	0.14026331942135026	0.1728496292395287	1.452340655704313	0.6865798899165769	0.9351991112660952	2.57312632119558	0.6762078998091169	0.6219662226429516	1.585660996543557	0.7435524084485009	0.8625497853284632	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0	10.0	0.0	-1499.0473443910216
48000	-1668.2315261648548	-162.1726450970844	-1506.0588810677705	1.8113254116482667	1.8113254116482702	1.507297034025049	0.13529259481331524	0.07037675237766244	1.6714719488500502	0.5128551706796559	0.25485936649130625	2.5677450250941063	0.45289245289427094	1.4971274222493145	1.04254758325744	0.5803316497459462	0.34225071335042395	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0	9.0	0.0	-1506.0588810677705
49000	-1672.2450569741134	-182.37367629742917	-1489.871380676684	1.9971433607339504	1.997143360733951	2.6357139316311855	0.19483203550280165	0.365268630479463	2.1790301765160134	0.7226438117003632	0.4382349794541289	4.087129662916501	0.6200731034678132	0.18628378631021442	1.686885481102968	0.6382786103481268	0.4669683040728282	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0	10.0	0.0	-1489.871380676684
50000	-1672.7843749000008	-169.5335157770427	-1503.250859122958	1.8763587877580574	1.8763587877580605	2.529139047769414	0.05427584650077899	0.3812022267448131	1.8285763810602484	0.659857774472579	0.49190115953926045	3.4140174281806632	0.9979025945063833	0.25382272513719156	0.621717255709093	1.0430985624573361	0.7108307089710403	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0	9.0	0.0	-1503.250859122958
51000	-1680.230606463024	-179.12589591812554	-1501.1047105448986	1.9013111113270584	1.9013111113270535	3.062943453137492	0.3069612535254586	0.5400571278332806	3.13461265331336	0.8137328760371504	1.1406396538539625	3.6751872615879346	1.705281715793495	0.510685506363213	1.2794074692298056	0.939547597473716	1.245143111060303	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0	10.0	0.0	-1501.1047105448986
52000	-1667.3359111799582	-170.16950482334835	-1497.1664063566097	1.88693415876035	1.8869341587603479	1.8116129869147457	0.2942434198489082	0.21642916890379896	1.403418970907803	0.5600823680054999	0.4488250469138351	2.6817228164122864	0.41137794196502153	1.024021588248426	0.9204454876958085	0.4614681809271981	0.27152570459051284	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0	10.0	0.0	-1497.1664063566097
53000	-1668.712998628124	-184.7287851857272	-1483.9842134423968	2.0973988277426296	2.0973988277426274	1.0460690164531754	0.14776606747471133	0.09548842486249234	1.0018682507108587	0.2703689587931098	0.38726915435352993	1.3078610240846116	0.34993520546127876	2.170569079716237	0.4447609424360353	0.382200528279245	1.2522295683087064	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0	10.0	0.0	-1483.9842134423968
54000	-1667.9118456825586	-152.48377232559935	-1515.4280733569592	1.6759606781882106	1.6759606781882093	1.107299278927756	0.1673139192440509	0.16104844891291925	0.9459121146926821	0.3357648381087696	0.39427225469797866	1.6678413166957942	0.3141634775354447	2.050064556190529	0.6023104262049249	0.30000737232459485	1.0269783472929275	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0	10.0	0.0	-1515.4280733569592
55000	-1671.2482441107554	-180.02872334561576	-1491.2195207651396	1.9836519046779844	1.9836519046779804	2.079374659387895	0.2706959678401983	0.08068096141644358	1.7434970364426898	0.375088107661537	0.7252713130645817	2.429775528073529	0.7518896574710318	1.825752285063825	0.8575893663703713	0.6812450008725036	1.0945183498958413	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0	10.0	0.0	-1491.2195207651396
56000	-1665.7926196901221	-164.25482811098834	-1501.537791579134	1.8620138598329183	1.862013859832916	0.8865012719395234	0.05033924289980609	0.04606980575452918	0.6743660159488907	0.26248858343580456	0.3494884520396101	1.2738655142963513	0.1055014052908112	1.78229585778163	0.47904055430565523	0.21434410494377656	0.38571710399993847	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0	10.0	0.0	-1501.537791579134
