tip_name	collection_date
hCoV-19_USA_NY-PRL-2021_02_12_02B10_2021	2021-02-10
hCoV-19_USA_NY-NYULH318_2021	2021-01-28
hCoV-19_USA_NY-MSHSPSP-PV27534_2021	2021-02-03
hCoV-19_USA_NY-PRL-2021_03_01_01C13_2021	2021-02-26
hCoV-19_USA_NY-PRL-2021_03_22_00M05_2021	2021-03-19
hCoV-19_USA_CT-JAX-JAX000804_2021	2021-04-08
hCoV-19_USA_CT-Yale-2432_2021	2021-03-09
hCoV-19_USA_NY-CDC-LC0038464_2021	2021-03-31
hCoV-19_USA_NY-PRL-2021_02_22_00C16_2021	2021-02-19
hCoV-19_USA_NY-PRL-2021_03_02_00O09_2021	2021-03-01
hCoV-19_USA_NY-PRL-2021_03_12_00G14_2021	2021-03-10
hCoV-19_USA_NY-PRL-2021_03_12_00P20_2021	2021-03-11
hCoV-19_USA_NY-PRL-2021_03_12_00E10_2021	2021-03-10
hCoV-19_USA_CT-Yale-3122_2021	2021-03-26
hCoV-19_USA_CT-CDC-ASC210016911_2021	2021-03-23
hCoV-19_USA_CT-JAX-JAX000297_2021	2021-03-15
hCoV-19_USA_CT-JAX-JAX000496_2021	2021-03-24
hCoV-19_USA_CT-JAX-JAX000212_2021	2021-03-10
hCoV-19_USA_CT-JAX-JAX000218_2021	2021-03-09
hCoV-19_USA_CT-JAX-JAX000135_2021	2021-03-03
hCoV-19_USA_CT-JAX-JAX000623_2021	2021-03-25
hCoV-19_USA_CT-Yale-2769_2021	2021-03-18
hCoV-19_USA_CT-CDC-LC0040857_2021	2021-04-07
hCoV-19_USA_NY-Wadsworth-21020587-01_2021	2021-02-10
hCoV-19_USA_NY-PRL-2021_03_19_00P21_2021	2021-03-17
hCoV-19_USA_NY-NYULH1038_2021	2021-03-25
hCoV-19_USA_NY-PRL-2021_03_31_00H09_2021	2021-03-29
hCoV-19_USA_NY-PRL-2021_03_15_01G15_2021	2021-03-13
hCoV-19_USA_NY-PRL-2021_0413_00B16_2021	2021-04-09
hCoV-19_USA_NY-NYULH834_2021	2021-03-10
hCoV-19_USA_NY-PRL-2021_0414_00A14_2021	2021-04-12
hCoV-19_Chile_VS-43946_2021	2021-02-19
hCoV-19_USA_CT-Yale-2951_2021	2021-03-18
hCoV-19_USA_CT-JAX-JAX000512_2021	2021-03-23
hCoV-19_USA_CT-JAX-JAX000336_2021	2021-03-16
hCoV-19_USA_CT-Yale-2065_2021	2021-02-27
hCoV-19_USA_CT-Yale-2472_2021	2021-03-11
hCoV-19_USA_CT-JAX-JAX000610_2021	2021-03-22
hCoV-19_USA_CT-CDC-IBX246254212193_2021	2021-03-24
hCoV-19_USA_CT-Yale-3551_2021	2021-04-05
hCoV-19_USA_CT-JAX-JAX000667_2021	2021-03-31
hCoV-19_USA_CT-Yale-3498_2021	2021-04-05
hCoV-19_USA_CT-CDC-QDX23678243_2021	2021-04-05
hCoV-19_USA_CT-Yale-3057_2021	2021-03-25
hCoV-19_USA_CT-JAX-JAX000718_2021	2021-03-29
hCoV-19_USA_CT-Yale-3272_2021	2021-03-28
hCoV-19_USA_CT-Yale-2741_2021	2021-03-21
hCoV-19_USA_CT-Yale-2722_2021	2021-03-21
hCoV-19_USA_CT-JAX-JAX000920_2021	2021-04-06
hCoV-19_USA_CT-CDC-QDX23678254_2021	2021-04-05
hCoV-19_USA_CT-JAX-JAX000547_2021	2021-03-23
hCoV-19_USA_CT-JAX-JAX000630_2021	2021-03-23
hCoV-19_USA_CT-Yale-3136_2021	2021-03-25
hCoV-19_USA_CT-Yale-2811_2021	2021-03-20
hCoV-19_USA_CT-JAX-JAX000938_2021	2021-04-06
hCoV-19_USA_CT-Yale-2713_2021	2021-03-20
hCoV-19_USA_CT-Yale-2447_2021	2021-03-09
hCoV-19_USA_CT-Yale-3108_2021	2021-03-25
hCoV-19_USA_CT-Yale-2725_2021	2021-03-18
hCoV-19_USA_CT-JAX-JAX000535_2021	2021-03-22
hCoV-19_USA_CT-JAX-JAX000264_2021	2021-03-07
hCoV-19_USA_CT-JAX-JAX000490_2021	2021-03-25
hCoV-19_USA_CT-JAX-JAX000453_2021	2021-03-25
hCoV-19_USA_CT-JAX-JAX000455_2021	2021-03-25
hCoV-19_USA_CT-JAX-JAX000410_2021	2021-03-18
hCoV-19_USA_CT-JAX-JAX000411_2021	2021-03-18
hCoV-19_USA_NY-CDC-QDX23235220_2021	2021-03-21
hCoV-19_USA_NY-PRL-2021_03_16_00M18_2021	2021-03-14
hCoV-19_USA_NJ-S-BM-5280-BOWG932_2021	2021-02-01
hCoV-19_USA_CT-Yale-3557_2021	2021-04-05
hCoV-19_USA_CT-Yale-3163_2021	2021-03-26
hCoV-19_USA_CT-JAX-JAX000576_2021	2021-03-23
hCoV-19_USA_NY-PRL-2021_03_02_00J07_2021	2021-02-27
hCoV-19_USA_NY-CDC-LC0042405_2021	2021-04-03
hCoV-19_USA_CT-Yale-3202_2021	2021-03-27
hCoV-19_USA_NY-PRL-2021_02_24_00K07_2021	2021-02-20
hCoV-19_USA_NY-PRL-2021_03_11_00A20_2021	2021-03-08
hCoV-19_USA_NY-Wadsworth-21035507-01_2021	2021-03-12
hCoV-19_USA_NY-NYCPHL-004201_2021	2021-03-31
hCoV-19_Singapore_401_2021	2021-03-29
hCoV-19_USA_NY-PRL-2021_03_18_00E07_2021	2021-03-17
hCoV-19_USA_NY-NYULH801_2021	2021-03-04
hCoV-19_USA_GA-CDC-LC0041345_2021	2021-04-11
hCoV-19_USA_CT-CDC-LC0020093_2021	2021-02-21
hCoV-19_USA_NY-PRL-03_08_00C22_2021	2021-03-06
hCoV-19_USA_NY-CDC-ASC210018518_2021	2021-03-24
hCoV-19_USA_CT-Yale-2783_2021	2021-03-19
hCoV-19_USA_CT-Yale-3176_2021	2021-03-27
hCoV-19_USA_CT-JAX-JAX000612_2021	2021-03-23
hCoV-19_USA_CT-CDC-LC0040470_2021	2021-04-05
hCoV-19_USA_CT-CDC-LC0040222_2021	2021-04-04
hCoV-19_USA_CT-Yale-3209_2021	2021-03-26
hCoV-19_USA_CT-Yale-3173_2021	2021-03-25
hCoV-19_USA_CT-CDC-ASC210038522_2021	2021-03-31
hCoV-19_USA_CT-Yale-2420_2021	2021-03-10
hCoV-19_USA_CT-Yale-1884_2021	2021-02-25
hCoV-19_USA_CT-Yale-2439_2021	2021-03-09
hCoV-19_USA_CT-Yale-3212_2021	2021-03-27
hCoV-19_USA_NY-PRL-2021_0407_00M07_2021	2021-04-05
hCoV-19_USA_NY-PRL-2021_03_03_00D03_2021	2021-03-01
hCoV-19_USA_NJ-CDC-ASC210013643_2021	2021-03-19
hCoV-19_USA_NY-Wadsworth-21032711-01_2021	2021-02-26
hCoV-19_USA_CT-JAX-JAX000343_2021	2021-03-16
hCoV-19_USA_NY-PRL-2021_02_12_04D02_2021	2021-02-10
hCoV-19_USA_NY-PRL-2021_0415_01C21_2021	2021-04-14
hCoV-19_Spain_CT-HUGTiPR012YO1E5_2021	2021-04-04
hCoV-19_USA_NY-PRL-2021_03_01_01O17_2021	2021-02-27
hCoV-19_USA_NY-NYCPHL-003460_2021	2021-02-16
hCoV-19_USA_NJ-CDC-LC0036338_2021	2021-03-26
hCoV-19_USA_NY-PRL-2021_0409_00I04_2021	2021-04-07
hCoV-19_USA_NY-CDC-LC0038677_2021	2021-03-31
hCoV-19_USA_CA-CDC-ASC210010981_2021	2021-03-18
hCoV-19_USA_NY-PRL-2021_0414_00K17_2021	2021-04-13
hCoV-19_USA_NY-NYULH1228_2021	2021-04-07
hCoV-19_USA_NJ-CDC-ASC210014309_2021	2021-03-21
hCoV-19_USA_CT-Yale-2710_2021	2021-03-21
hCoV-19_USA_NY-PRL-2021_02_17_01P08_2021	2021-02-16
hCoV-19_USA_NY-PRL-2021_0406_00B18_2021	2021-04-02
hCoV-19_USA_NY-PRL-2021_0407_00C07_2021	2021-04-05
hCoV-19_USA_NY-PRL-2021_0405_00L17_2021	2021-03-31
hCoV-19_USA_NY-PRL-2021_0405_02K17_2021	2021-04-01
hCoV-19_USA_NY-PRL-03_10_00B08_2021	2021-03-08
hCoV-19_USA_NY-PRL-2021_0408_00P17_2021	2021-04-07
hCoV-19_USA_NY-PRL-2021_03_15_00F05_2021	2021-03-12
hCoV-19_USA_NY-PRL-2021_0405_00L06_2021	2021-03-31
hCoV-19_USA_NY-PRL-2021_0406_00J16_2021	2021-04-05
hCoV-19_Mexico_JAL-InDRE_F11515_S844_2021	2021-03-06
hCoV-19_Mexico_JAL_INER_IMSS_00477_2021	2021-03-09
hCoV-19_USA_CA-CZB-25462_2021	2021-01-16
hCoV-19_Mexico_JAL_INER_IMSS_00564_2021	2021-03-21
hCoV-19_USA_TX-CDC-ASC210019804_2021	2021-03-25
hCoV-19_USA_TX-DSHS-2666_2021	2021-01-27
hCoV-19_USA_TX-HMH-MCoV-24929_2021	2021-01-19
hCoV-19_USA_NJ-CDC-ASC210007604_2021	2021-03-14
hCoV-19_USA_CT-JAX-JAX000152_2021	2021-03-01
hCoV-19_USA_NY-NYCPHL-002785_2021	2021-01-23
hCoV-19_USA_NY-PRL-2021_03_29_01K19_2021	2021-03-24
hCoV-19_USA_GA-CDC-STM-000047528_2021	2021-03-30
hCoV-19_USA_NY-Wadsworth-21028684-01_2021	2021-01-13
hCoV-19_USA_CT-CDC-LC0040577_2021	2021-04-05
hCoV-19_USA_NJ-CDC-ASC210008071_2021	2021-03-16
hCoV-19_Ireland_G-NVRL-21IRL90753_2021	2021-03-25
hCoV-19_USA_NY-PRL-2021_0407_00J15_2021	2021-04-05
hCoV-19_USA_NJ-CDC-ASC210039947_2021	2021-03-31
hCoV-19_USA_NY-PRL-2021_0405_02A12_2021	2021-04-02
hCoV-19_USA_NY-NYCPHL-003954_2021	2021-03-17
hCoV-19_USA_IA-GMF-B00346_2021	2021-04-03
hCoV-19_USA_IL-SL-0000045-COO_2021	2021-03-26
hCoV-19_Scotland_CAMC-14DE972_2021	2021-04-06
hCoV-19_USA_CA-CDC-FG-018946_2021	2021-03-31
hCoV-19_USA_CA-CDC-FG-018949_2021	2021-03-30
hCoV-19_USA_NY-PRL-2021_03_22_00J23_2021	2021-03-19
hCoV-19_USA_SC-CDC-2-4080411_2021	2021-03-17
hCoV-19_USA_CT-CDC-LC0039919_2021	2021-04-05
hCoV-19_USA_CA-CDC-FG-014998_2021	2021-03-25
hCoV-19_USA_NY-PRL-2021_02_19_01J01_2021	2021-02-17
hCoV-19_USA_CT-CDC-LC0041256_2021	2021-04-11
hCoV-19_USA_CT-CDC-ASC210028285_2021	2021-03-30
hCoV-19_USA_CT-JAX-J000042_2021	2021-02-12
hCoV-19_USA_KY-CDC-FG-018960_2021	2021-03-30
hCoV-19_USA_NY-MVL051210771_2021	2021-02-20
hCoV-19_USA_NY-Wadsworth-21030364-01_2021	2021-03-06
hCoV-19_USA_NJ-CDC-LC0035982_2021	2021-03-25
hCoV-19_USA_NY-Wadsworth-21037775-01_2021	2021-03-25
hCoV-19_USA_NY-PRL-2021_03_22_00H13_2021	2021-03-19
hCoV-19_USA_TN-CDC-2-4080814_2021	2021-03-18
hCoV-19_USA_NY-PRL-2021_02_10_03F08_2021	2021-02-07
hCoV-19_USA_CT-Yale-1977_2021	2021-02-26
hCoV-19_USA_NY-Wadsworth-21028613-01_2021	2021-02-13
hCoV-19_USA_NY-CDC-ASC210042829_2021	2021-04-02
hCoV-19_USA_NY-Wadsworth-21023211-01_2021	2021-02-10
hCoV-19_USA_NY-Wadsworth-21023039-01_2021	2021-02-15
hCoV-19_USA_CT-Yale-3259_2021	2021-03-26
hCoV-19_USA_NY-PRL-2021_03_24_00O05_2021	2021-03-23
hCoV-19_USA_CT-CDC-QDX23206317_2021	2021-03-21
hCoV-19_USA_CT-JAX-JAX000172_2021	2021-03-03
hCoV-19_USA_CT-JAX-JAX000340_2021	2021-03-15
hCoV-19_USA_NY-NYULH300_2021	2021-01-30
hCoV-19_USA_CT-Yale-1978_2021	2021-02-26
hCoV-19_USA_NJ-CDC-LC0043266_2021	2021-04-08
hCoV-19_USA_NY-Wadsworth-21031436-01_2021	2021-03-03
hCoV-19_USA_NY-PRL-2021_03_15_00C05_2021	2021-03-12
hCoV-19_USA_NJ-CDC-ASC210010292_2021	2021-03-18
hCoV-19_USA_NJ-CDC-ASC210014108_2021	2021-03-21
hCoV-19_USA_NY-Wadsworth-21036433-01_2021	2021-03-21
hCoV-19_USA_NY-Wadsworth-21023761-01_2021	2021-02-14
hCoV-19_USA_CA-CDC-FG-015075_2021	2021-03-25
hCoV-19_USA_CA-LACPHL-AF00686_2021	2021-03-04
hCoV-19_USA_CA-CDC-FG-014301_2021	2021-03-24
hCoV-19_USA_CA-LACPHL-AF00633_2021	2021-03-03
hCoV-19_Aruba_AW-RIVM-22207_2021	2021-03-22
hCoV-19_USA_NY-Wadsworth-21025960-01_2021	2021-02-23
hCoV-19_USA_NY-PRL-03_05_01J06_2021	2021-03-03
hCoV-19_USA_NY-PRL-03_09_02M09_2021	2021-03-07
hCoV-19_USA_CT-JAX-JAX000720_2021	2021-03-29
hCoV-19_USA_NY-PRL-2021_03_29_03H09_2021	2021-03-26
hCoV-19_USA_NY-PRL-2021_0405_01K09_2021	2021-04-03
hCoV-19_USA_NY-PRL-03_09_00B24_2021	2021-03-04
hCoV-19_USA_NY-NYULH382_2021	2021-02-17
hCoV-19_USA_CT-JAX-JAX000409_2021	2021-03-18
hCoV-19_USA_TX-HHD-2104156511_2021	2021-04-07
hCoV-19_USA_CT-CDC-LC0042553_2021	2021-04-04
hCoV-19_USA_NY-NYULH1033_2021	2021-03-26
hCoV-19_USA_NY-CDC-ASC210038985_2021	2021-03-31
hCoV-19_USA_NY-PRL-2021_0415_01A06_2021	2021-04-13
hCoV-19_USA_NY-PRL-2021_04_01_00O06_2021	2021-03-31
hCoV-19_USA_NY-PRL-2021_03_29_04H21_2021	2021-03-24
hCoV-19_USA_NY-NYCPHL-003769_2021	2021-03-08
hCoV-19_USA_NY-NYCPHL-002729_2021	2021-01-25
hCoV-19_USA_NY-PRL-2021_03_29_04H04_2021	2021-03-25
hCoV-19_Australia_QLD1614_2021	2021-02-24
hCoV-19_Australia_QLD1615_2021	2021-02-24
hCoV-19_USA_NY-PRL-2021_03_15_01M07_2021	2021-03-14
hCoV-19_USA_NY-PRL-2021_03_12_00J13_2021	2021-03-10
hCoV-19_USA_NY-PRL-03_05_01F20_2021	2021-03-03
hCoV-19_USA_NY-PRL-2021_03_01_01N04_2021	2021-02-27
hCoV-19_USA_NY-PRL-2021_02_26_00B15_2021	2021-02-23
hCoV-19_USA_NY-PRL-03_05_02E04_2021	2021-03-03
hCoV-19_USA_NY-PRL-2021_03_25_00K04_2021	2021-03-24
hCoV-19_USA_NJ-CDC-ASC210013622_2021	2021-03-18
hCoV-19_USA_NY-NYULH1240_2021	2021-04-06
hCoV-19_USA_KS-CDC-ASC210018002_2021	2021-03-22
hCoV-19_USA_NY-NYULH1242_2021	2021-04-07
hCoV-19_USA_NY-NYCPHL-003695_2021	2021-03-02
hCoV-19_USA_NY-PRL-2021_0406_00C24_2021	2021-04-04
hCoV-19_USA_NY-CDC-2-4177109_2021	2021-03-10
hCoV-19_USA_IL-CDC-ASC210038507_2021	2021-03-31
hCoV-19_USA_NY-PRL-2021_03_18_00M18_2021	2021-03-16
hCoV-19_USA_IL-CDC-ASC210020100_2021	2021-03-24
hCoV-19_USA_IL-NM-7246_2021	2021-03-24
hCoV-19_USA_NY-NYCPHL-004031_2021	2021-03-23
hCoV-19_USA_NY-PRL-2021_03_02_00G06_2021	2021-02-28
hCoV-19_USA_NY-Wadsworth-21038269-01_2021	2021-03-28
hCoV-19_USA_NE-CDC-ASC210012525_2021	2021-03-19
hCoV-19_USA_IN-INSPHL-00756_2021	2021-03-31
hCoV-19_USA_ID-CDC-IBX033094743912_2021	2021-03-24
hCoV-19_USA_ID-IBL-718544_2021	2021-03-19
hCoV-19_USA_CT-CDCBI-CRSP_02104_2021	2021-03-24
hCoV-19_USA_CT-CDCBI-CRSP_02081_2021	2021-03-24
hCoV-19_USA_CT-CDCBI-CRSP_02085_2021	2021-03-24
hCoV-19_USA_NY-CDC-LC0041783_2021	2021-04-01
hCoV-19_USA_CA-CDC-LC0031910_2021	2021-03-16
hCoV-19_Croatia_HRV000_73_2021	2021-02-03
hCoV-19_Croatia_HRV000_101_2021	2021-02-09
hCoV-19_USA_NJ-CDC-LC0035971_2021	2021-03-24
hCoV-19_USA_NY-PRL-2021_03_19_00P02_2021	2021-03-17
hCoV-19_USA_OR-OSPHL00210_2021	2021-04-07
hCoV-19_USA_OR-MAP000309_2021	2021-03-22
hCoV-19_USA_NY-PRL-2021_02_22_00P10_2021	2021-02-19
hCoV-19_USA_NY-PRL-2021_03_22_00P20_2021	2021-03-21
hCoV-19_USA_NY-PRL-2021_03_11_00N20_2021	2021-03-10
hCoV-19_USA_CT-Yale-2728_2021	2021-03-20
hCoV-19_USA_CT-Yale-2455_2021	2021-03-11
hCoV-19_Ireland_KY-NVRL-e84IRL93861_2021	2021-02-01
hCoV-19_USA_NY-PRL-2021_03_12_00N22_2021	2021-03-11
hCoV-19_USA_MT-CDC-2-3912744_2021	2021-01-28
hCoV-19_USA_NY-Wadsworth-21023033-01_2021	2021-02-12
hCoV-19_USA_NY-PRL-2021_03_02_00C17_2021	2021-02-28
hCoV-19_USA_CT-Yale-2178_2021	2021-03-07
hCoV-19_Singapore_325_2021	2021-03-22
hCoV-19_USA_NY-Wadsworth-21028601-01_2021	2021-02-25
hCoV-19_Ireland_KY-NVRL-e84IRL94015_2021	2021-02-01
hCoV-19_Ecuador_UEES-11645_2021	2021-03-08
hCoV-19_USA_NY-PRL-2021_03_03_00B24_2021	2021-03-01
hCoV-19_Ireland_KY-NVRL-e85IRL51036_2021	2021-02-09
hCoV-19_USA_CT-CDC-ASC210046010_2021	2021-04-05
hCoV-19_USA_NY-PRL-2021_03_29_00P19_2021	2021-03-25
hCoV-19_USA_NY-PRL-2021_0408_00J23_2021	2021-04-06
hCoV-19_USA_NJ-CDC-IBX762054820200_2021	2021-03-25
hCoV-19_USA_NJ-CDC-IBX171132052851_2021	2021-03-25
hCoV-19_USA_NY-CDC-IBX196833452676_2021	2021-03-31
hCoV-19_USA_NY-PRL-2021_0405_01N20_2021	2021-04-02
hCoV-19_USA_NJ-CDC-LC0036465_2021	2021-03-24
hCoV-19_USA_NJ-CDC-LC0038721_2021	2021-03-31
hCoV-19_USA_NJ-CDC-ASC210028723_2021	2021-03-30
hCoV-19_USA_NY-PRL-2021_0416_00H13_2021	2021-04-14
hCoV-19_USA_CT-Yale-2436_2021	2021-03-09
hCoV-19_USA_NY-Wadsworth-21030365-01_2021	2021-03-07
hCoV-19_USA_ID-CDC-LC0043478_2021	2021-04-05
hCoV-19_USA_NY-NYCPHL-002720_2021	2021-01-25
hCoV-19_USA_CT-JAX-J000035_2021	2021-01-25
hCoV-19_USA_CT-Yale-1232_2021	2021-01-29
hCoV-19_USA_AZ-TG794368_2021	2021-03-20
hCoV-19_USA_NY-CDC-ASC210026981_2021	2021-03-30
hCoV-19_USA_NY-CDC-ASC210026984_2021	2021-03-30
hCoV-19_USA_NY-PRL-2021_0405_01K14_2021	2021-04-02
hCoV-19_USA_NY-PRL-2021_03_16_00O12_2021	2021-03-15
hCoV-19_USA_NY-PRL-2021_03_03_00G11_2021	2021-03-01
hCoV-19_USA_NY-Wadsworth-21032779-01_2021	2021-02-28
hCoV-19_Ireland_KY-NVRL-e84IRL93451_2021	2021-02-01
hCoV-19_USA_NY-MVL037210168_2021	2021-01-18
hCoV-19_USA_CT-Yale-2201_2021	2021-02-28
hCoV-19_USA_NY-PRL-2021_03_11_00A18_2021	2021-03-09
hCoV-19_USA_CT-JAX-JAX000837_2021	2021-04-06
hCoV-19_USA_CT-JAX-JAX000926_2021	2021-04-09
hCoV-19_USA_NJ-S-HU-2294-BIRI511_2021	2021-02-01
hCoV-19_USA_NJ-PHEL-P21-2777_2021	2021-01-14
hCoV-19_Singapore_115_2021	2021-01-26
hCoV-19_Singapore_117_2021	2021-01-26
hCoV-19_Singapore_116_2021	2021-01-26
hCoV-19_USA_NJ-CDC-IBX049192208834_2021	2021-03-20
hCoV-19_USA_IN-CDC-LC00001468_2020	2020-12-28
hCoV-19_USA_NY-PRL-2021_03_19_00L21_2021	2021-03-17
hCoV-19_USA_NY-PRL-2021_0416_00L23_2021	2021-04-14
hCoV-19_Ireland_KY-NVRL-e85IRL96094_2021	2021-02-17
hCoV-19_Ecuador_UEES-12140_2021	2021-03-20
hCoV-19_USA_NJ-CDC-LC0036215_2021	2021-03-26
hCoV-19_USA_NY-PRL-2021_03_01_00B04_2021	2021-02-26
hCoV-19_USA_NY-NYCPHL-002711_2021	2021-01-22
hCoV-19_USA_NY-PRL-2021_03_11_00D17_2021	2021-03-09
hCoV-19_USA_CT-CDC-LC0003447_2021	2021-01-11
hCoV-19_USA_NY-NYCPHL-003882_2021	2021-03-15
hCoV-19_USA_NY-CDC-ASC210028090_2021	2021-03-30
hCoV-19_USA_MA-CDCBI-CRSP_01890_2021	2021-03-25
hCoV-19_USA_NY-Wadsworth-21021105-01_2021	2021-02-04
hCoV-19_USA_NY-PRL-2021_0407_00C05_2021	2021-04-06
hCoV-19_USA_NY-NYCPHL-003068_2021	2021-02-05
hCoV-19_USA_NY-PRL-2021_0412_02J02_2021	2021-04-11
hCoV-19_USA_NY-Wadsworth-21012209-01_2021	2021-01-19
hCoV-19_USA_NY-PRL-2021_03_15_00I24_2021	2021-03-12
hCoV-19_USA_NY-Wadsworth-21018110-01_2021	2021-02-01
hCoV-19_USA_CT-Yale-2553_2021	2021-03-13
hCoV-19_USA_CT-CDC-LC0040987_2021	2021-04-08
hCoV-19_USA_NY-PRL-2021_03_19_00K01_2021	2021-03-17
hCoV-19_USA_NY-PRL-2021_04_01_00E24_2021	2021-03-28
hCoV-19_USA_NY-Wadsworth-21018033-01_2021	2021-01-30
hCoV-19_USA_NY-PRL-2021_03_29_00L19_2021	2021-03-25
hCoV-19_USA_NY-PRL-2021_03_17_00L13_2021	2021-03-16
hCoV-19_USA_CT-Yale-2496_2021	2021-03-12
hCoV-19_USA_NY-Wadsworth-21018130-01_2021	2021-01-31
hCoV-19_USA_NC-SLPH-0081_2021	2021-04-01
hCoV-19_USA_NY-PRL-03_09_02O06_2021	2021-03-08
hCoV-19_USA_CT-Yale-1274_2021	2021-02-02
hCoV-19_USA_NY-PRL-2021_04_01_00E15_2021	2021-03-29
hCoV-19_USA_NY-CDC-2-4177131_2021	2021-03-16
hCoV-19_USA_NY-PRL-2021_0416_00E16_2021	2021-04-14
hCoV-19_USA_NY-PRL-03_05_01O01_2021	2021-03-04
hCoV-19_USA_NY-PRL-2021_03_31_00C09_2021	2021-03-28
hCoV-19_USA_CT-Yale-2828_2021	2021-03-20
hCoV-19_USA_NY-CDC-2-4177145_2021	2021-03-12
hCoV-19_USA_NY-PRL-2021_02_19_01B22_2021	2021-02-17
hCoV-19_USA_CT-CDC-LC0040015_2021	2021-04-05
hCoV-19_USA_CT-Yale-2501_2021	2021-03-12
hCoV-19_USA_CT-CDC-QDX23206037_2021	2021-03-21
hCoV-19_USA_CT-Yale-1783_2021	2021-02-16
hCoV-19_USA_NY-Wadsworth-21036007-01_2021	2021-03-21
hCoV-19_USA_NJ-CDC-LC0042589_2021	2021-04-02
hCoV-19_USA_NY-NYCPHL-004121_2021	2021-03-25
hCoV-19_USA_CT-Yale-2851_2021	2021-03-21
hCoV-19_USA_NY-CDC-ASC210025111_2021	2021-03-29
hCoV-19_USA_NY-PRL-2021_03_11_00O24_2021	2021-03-10
hCoV-19_USA_CT-Yale-3102_2021	2021-03-24
hCoV-19_USA_CT-Yale-3548_2021	2021-04-05
hCoV-19_USA_NY-CDC-ASC210005206_2021	2021-03-11
hCoV-19_USA_NY-PRL-2021_02_17_00C08_2021	2021-02-15
hCoV-19_USA_NY-PRL-2021_0407_00A05_2021	2021-04-05
hCoV-19_USA_TN-CDC-ASC210007154_2021	2021-03-16
hCoV-19_USA_NY-PRL-2021_0415_00M17_2021	2021-04-13
hCoV-19_USA_NY-NYCPHL-004001_2021	2021-03-15
hCoV-19_USA_CT-JAX-JAX000155_2021	2021-02-21
hCoV-19_USA_NY-Wadsworth-21020539-01_2021	2021-02-05
hCoV-19_USA_NY-Wadsworth-21028707-01_2021	2021-01-15
hCoV-19_USA_NY-PRL-2021_02_26_01E10_2021	2021-02-23
hCoV-19_Australia_QLD1618_2021	2021-03-09
hCoV-19_USA_NJ-CDC-LC0038959_2021	2021-03-31
hCoV-19_USA_CT-CDC-LC0041050_2021	2021-04-07
hCoV-19_USA_NY-PRL-2021_03_05_00K19_2021	2021-03-03
hCoV-19_USA_NY-PRL-2021_03_12_00K16_2021	2021-03-10
hCoV-19_USA_NY-PRL-2021_03_11_00B10_2021	2021-03-09
hCoV-19_USA_CT-CDC-LC0040826_2021	2021-04-09
hCoV-19_USA_NY-PRL-2021_03_15_01E18_2021	2021-03-13
hCoV-19_USA_NY-PRL-2021_03_11_00I02_2021	2021-03-09
hCoV-19_USA_NY-PRL-2021_03_11_00L17_2021	2021-03-09
hCoV-19_USA_NY-PRL-2021_03_12_00L08_2021	2021-03-11
hCoV-19_USA_NY-PRL-2021_03_15_01E10_2021	2021-03-13
hCoV-19_USA_NY-PRL-2021_03_15_00N15_2021	2021-03-12
hCoV-19_USA_NY-PRL-2021_03_15_00P03_2021	2021-03-12
hCoV-19_USA_NY-PRL-2021_03_12_00J23_2021	2021-03-10
hCoV-19_USA_NY-PRL-2021_03_15_00I11_2021	2021-03-12
hCoV-19_USA_NY-PRL-2021_03_15_01H07_2021	2021-03-12
hCoV-19_USA_NY-PRL-2021_03_11_00I01_2021	2021-03-09
hCoV-19_USA_CT-JAX-JAX000283_2021	2021-03-09
hCoV-19_USA_NY-PRL-2021_03_12_00M11_2021	2021-03-10
hCoV-19_USA_NY-PRL-2021_03_12_00N10_2021	2021-03-10
hCoV-19_USA_NY-PRL-2021_03_15_01E19_2021	2021-03-13
hCoV-19_Brazil_AM-FIOCRUZ-20842882CA_2020_EPI_ISL_833137_2020-12-04	2020-12-04
hCoV-19_USA_NY-PRL-2021_03_12_00H19_2021	2021-03-10
hCoV-19_USA_NY-PRL-2021_03_15_00G21_2021	2021-03-12
hCoV-19_USA_NY-PRL-2021_03_11_00M19_2021	2021-03-10
hCoV-19_USA_NY-PRL-2021_03_15_00H08_2021	2021-03-12
hCoV-19_USA_NY-PRL-2021_03_15_00I23_2021	2021-03-12
hCoV-19_USA_NY-PRL-2021_0210_04A12_2021	2021-02-07
hCoV-19_USA_NY-PRL-2021_03_12_00B10_2021	2021-03-10
hCoV-19_USA_NY-PRL-2021_03_15_00F08_2021	2021-03-12
hCoV-19_USA_NY-PRL-2021_03_12_00E16_2021	2021-03-10
hCoV-19_USA_CT-CDC-LC0039883_2021	2021-04-05
hCoV-19_USA_NY-CDC-LC0038008_2021	2021-03-31
hCoV-19_USA_NY-PRL-2021_02_26_01L19_2021	2021-02-24
hCoV-19_USA_CT-Yale-2952_2021	2021-03-19
hCoV-19_USA_CT-Yale-3596_2021	2021-03-30
hCoV-19_USA_NY-PRL-2021_03_16_00G11_2021	2021-03-13
hCoV-19_USA_NY-PRL-2021_02_26_01B03_2021	2021-02-24
hCoV-19_USA_NY-PRL-2021_03_19_00M02_2021	2021-03-18
hCoV-19_USA_CA-CDC-ASC210028299_2021	2021-03-30
hCoV-19_USA_NY-PRL-03_05_01C08_2021	2021-03-04
hCoV-19_Australia_NSW1532_2021	2021-03-24
hCoV-19_USA_NJ-CDC-ASC210042372_2021	2021-04-02
