# BEAST v1.10.5 Prerelease #23570d1
# Generated Fri Nov 12 14:39:34 EST 2021 [seed=1636745955969]
state	joint	prior	likelihood	loc.clock.rate	loc.meanRate	loc.rates.CT.NY-NJ	loc.rates.CT.domestic	loc.rates.CT.international	loc.rates.NY-NJ.domestic	loc.rates.NY-NJ.international	loc.rates.domestic.international	loc.rates.NY-NJ.CT	loc.rates.domestic.CT	loc.rates.international.CT	loc.rates.domestic.NY-NJ	loc.rates.international.NY-NJ	loc.rates.international.domestic	loc.indicators.CT.NY-NJ	loc.indicators.CT.domestic	loc.indicators.CT.international	loc.indicators.NY-NJ.domestic	loc.indicators.NY-NJ.international	loc.indicators.domestic.international	loc.indicators.NY-NJ.CT	loc.indicators.domestic.CT	loc.indicators.international.CT	loc.indicators.domestic.NY-NJ	loc.indicators.international.NY-NJ	loc.indicators.international.domestic	loc.nonZeroRates	loc.branchRates	loc.treeLikelihood
20000	-2782.592152428241	-344.5644325814277	-2438.0277198468134	2.1725440213813245	2.1725440213813187	2.296635374744892	0.5737791031651941	0.1507781167956688	0.6602191945148749	0.3141000586814952	0.34380765679534836	1.7403058466823853	1.3662620611405167	0.28831708609551854	1.5371781980362498	0.7350179514853783	1.1036957643206915	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	12.0	0.0	-2438.0277198468134
21000	-2780.665179248377	-355.5404477892776	-2425.1247314590996	2.2617632955225795	2.2617632955225764	1.6467321138865247	0.28199525407782333	0.09417936885656325	0.9458133953074809	0.2848315516976204	0.320155358290987	1.1916707052974633	1.261566162617857	0.2863800572837384	1.4474283865150517	0.67213728128886	0.7384116086443079	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	12.0	0.0	-2425.1247314590996
22000	-2783.8388658130098	-341.13435535689774	-2442.704510456112	2.1490851437139753	2.149085143713975	2.1582208752975354	0.26589093687800175	0.08357214645264181	0.6144754336932908	0.4261608952528385	0.2093829114154572	1.893857291707098	1.7367118874802459	0.22382940853607755	1.801552336459742	0.6776604867150001	0.9845986505192762	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	12.0	0.0	-2442.704510456112
23000	-2781.7990794110206	-340.9125625839951	-2440.8865168270254	2.156978927698228	2.1569789276982223	1.5352308364091272	0.3512782353767817	0.06062315757211042	0.8797381344073735	0.1670365534486257	0.22354518643224153	1.6448190498294841	1.5073349140401575	0.24021040779698502	1.5428852715236747	0.6469952432260833	0.9117171354231494	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	12.0	0.0	-2440.8865168270254
24000	-2782.4344500004095	-353.4352451970202	-2428.999204803389	2.237508137692647	2.23750813769265	1.7079297968392488	0.45422884353299736	0.10250883858254174	0.7691777456352088	0.35333302877145906	0.3464953131299736	1.6281269855034597	1.5151391014444264	0.2983444861522981	1.4249057316540767	0.8224601907948811	1.1543901367292668	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	12.0	0.0	-2428.999204803389
25000	-2790.7067197891784	-370.1736161410346	-2420.533103648144	2.299419305492949	2.299419305492946	3.332977670655756	0.4018319041525415	0.2735269691452473	1.8092301045368673	0.5319057639864754	0.7998793199421184	2.416226203052229	2.2230936475895677	0.5025127561370336	2.9860547450908617	1.0709420676373311	2.005682927049719	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	12.0	0.0	-2420.533103648144
26000	-2788.420495612686	-362.65733342431486	-2425.763162188371	2.241485286410449	2.2414852864104478	3.597541179747003	0.5330981176925852	0.19294152691158745	1.5592971540928962	0.617094305506506	0.5517010432263131	2.8531644313924116	2.608397581072537	0.43676359692765765	2.9024739325946456	1.5189097128635813	1.8520483516761774	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	12.0	0.0	-2425.763162188371
27000	-2787.2367779748156	-357.02383141517225	-2430.2129465596436	2.2191015442520206	2.2191015442520117	3.08114426629316	0.7694654214773957	0.20951139538820565	1.4012811169370978	0.5110691733820422	0.5214107472366685	2.9202356871474984	1.5613034951349134	0.6236219322595339	2.7735761857258003	1.0233316473882879	1.4340745496293918	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	12.0	0.0	-2430.2129465596436
28000	-2788.9443150140464	-381.6501752601271	-2407.2941397539194	2.4138054740994552	2.413805474099456	2.216215479866368	0.5477730591275605	0.15517102615333167	1.073405241865237	0.48968976692795235	0.3988562315951682	2.3056438091400553	1.8120400309335474	0.15463649873025154	1.7441912715355918	0.9554421644918649	1.4210751216183937	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	12.0	0.0	-2407.2941397539194
29000	-2784.8371926066243	-344.7969059888389	-2440.0402866177856	2.1615736645195764	2.1615736645195613	2.1337758672098865	0.28379428930976025	0.19232679171098177	1.3571212668447874	0.2659559620765362	0.3101539487748782	2.1510170555171064	1.8538300655417816	0.4724621739777741	1.9838751381738855	0.8122146860569242	1.1140979932005275	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	12.0	0.0	-2440.0402866177856
30000	-2785.6061016431026	-341.47495182993435	-2444.131149813168	2.1444680087715144	2.1444680087715073	1.920043249981249	0.3031971769589855	0.2024762899867433	0.7707420257771821	0.3837330239927627	0.5101974851900013	2.0528170908470162	1.8321229879598642	0.31974161602652373	1.68555780412199	0.9215648887684408	1.182696954087159	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	12.0	0.0	-2444.131149813168
31000	-2783.1135647257042	-357.75479080598484	-2425.3587739197196	2.255173409627073	2.2551734096270613	2.2642635549273815	0.334130547640822	0.23409811860657945	1.012812940052224	0.31229318379079213	0.5402141400740499	1.986516227128528	1.5821044724656501	0.3108316519171745	1.7217673515832133	0.840932886740717	1.1995614521125264	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	12.0	0.0	-2425.3587739197196
32000	-2791.539994337254	-335.46685689482734	-2456.0731374424267	2.0585032720649883	2.0585032720649794	2.9424258769986102	0.6705186515223671	0.22127178435673844	1.7457860410434343	0.5696450242538249	0.33412813277032877	3.0879114145499034	1.943215561034974	0.4150580423527415	3.475126876485441	1.0976035100604167	2.0188764148323846	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	12.0	0.0	-2456.0731374424267
33000	-2783.635185427207	-334.0753870533421	-2449.559798373865	2.0729367762787265	2.072936776278717	2.6423624404827253	0.5867691674178483	0.19876516251580906	1.1730443833072979	0.36753167324024466	0.36442231287580656	2.4862032823081135	1.836859573702362	0.4385588080038223	2.4079476289642856	1.1203556386063978	1.4177376528809462	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	12.0	0.0	-2449.559798373865
34000	-2789.3204119129978	-363.8515084802729	-2425.468903432725	2.2741034981554384	2.2741034981554304	3.135040284219177	0.29733697562127137	0.29835355874959474	1.211294409080069	0.35522683784265785	0.19853301295002712	2.685641786234219	1.6357410685735092	0.46570298555634465	2.9074853453626224	1.116616943907709	1.3891627525909178	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	12.0	0.0	-2425.468903432725
35000	-2784.848694018402	-337.1627598460992	-2447.685934172303	2.100522718244439	2.1005227182444295	2.873277045890309	0.33919688328406705	0.18577236458798932	1.1415131370370568	0.37791233860846213	0.43109309510146054	2.3478045226699997	1.5331966600056859	0.42909758894099115	1.9536129711241883	1.0086444613164496	1.5132571892830315	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	12.0	0.0	-2447.685934172303
36000	-2783.1369592740425	-377.94295545821666	-2405.194003815826	2.4126538281381134	2.4126538281381076	2.058078613960371	0.2855408376474809	0.07753187485333486	0.8233006911084018	0.37505450505948773	0.45272317043415816	1.472790125647386	1.0828476959528706	0.20482811928157807	1.5175098549901003	0.5521419493042051	0.8312562142273479	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	12.0	0.0	-2405.194003815826
37000	-2779.7969568032413	-325.4843929555293	-2454.312563847712	2.0651300028965265	2.0651300028965203	1.2597396598234873	0.16483031619930255	0.11856394723329511	0.6998003108264271	0.15993498275689683	0.1594739447320096	1.40558167521472	0.8839119876712154	0.23495308108109772	1.3235479251013456	0.5542379515162119	0.6151721307033643	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	12.0	0.0	-2454.312563847712
38000	-2777.993651363843	-346.4073421982995	-2431.5863091655438	2.202205069226844	2.2022050692268405	1.5778115055043251	0.2579042820574953	0.06020292003043485	0.5913116795767842	0.3138732796055708	0.292218350474159	1.586253749425271	1.0972055335720736	0.24170873945150229	1.2085847822043472	0.5233600005738736	0.9089377334531774	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	12.0	0.0	-2431.5863091655438
39000	-2776.954492845171	-345.490917769459	-2431.463575075712	2.200804761234203	2.2008047612341968	1.4271465536950774	0.31542309388841244	0.11105128277997667	0.5032436275315162	0.23678596165314927	0.12640830747714005	1.4526971875889005	1.0153145453630814	0.22331954187242872	1.278891164171181	0.5328307162003302	0.7225379583048679	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	12.0	0.0	-2431.463575075712
40000	-2790.1556899097286	-365.47539180521494	-2424.680298104514	2.258383035284913	2.2583830352848997	3.134724173263017	0.6606127552151412	0.3754073956352492	1.959669076659839	0.45024597616976264	0.4931039914775962	3.5914764498223826	2.429237933700993	0.5744518182449863	2.668942513951238	1.3980871962035049	1.859576210461496	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	12.0	0.0	-2424.680298104514
41000	-2784.614492429571	-357.7016809773233	-2426.9128114522478	2.2539820187396242	2.2539820187396185	2.0049715755180455	0.566745812594419	0.26083450832700467	0.9161001742933491	0.40825804700647583	0.3326644925443389	1.8538436418607773	1.4651507948863178	0.3686073527923361	2.350611255715516	0.5931308084207182	1.3379518483933805	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	12.0	0.0	-2426.9128114522478
42000	-2788.4367010488354	-333.2154636634999	-2455.2212373853354	2.0920549380337334	2.0920549380337237	1.9120429859830452	0.2183504722130283	0.2411366973773159	0.7801421042969349	0.46808055727355397	0.33557885208429117	1.561736626440943	1.902919612655728	0.36121482555519757	1.690700903888091	0.8980287826224754	1.0430011000222095	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	12.0	0.0	-2455.2212373853354
43000	-2786.9283199708243	-359.56476768889576	-2427.3635522819286	2.245586343444812	2.2455863434448005	3.106103632385446	0.42188781164157596	0.2874994181037414	1.2021105368026537	0.6285660772861315	0.44891994193310736	2.4547049844186666	1.8120455630352892	0.5579712106156494	2.3078035583255714	1.0037336680962887	1.3058870603740338	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	12.0	0.0	-2427.3635522819286
44000	-2786.5855015619454	-348.94545320732726	-2437.640048354618	2.166898798751621	2.1668987987516086	3.3123578842784838	0.5225736065970891	0.2727980096034257	1.1946141990618415	0.27926383630170726	0.36242006339874694	2.6909079120537487	2.131356808974791	0.5372650169116887	2.5153874097297897	0.9869173724881545	1.5024488299424301	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	12.0	0.0	-2437.640048354618
45000	-2787.8944868301423	-346.78898288958754	-2441.1055039405546	2.1733104871661473	2.1733104871661495	2.3424717737167318	0.6960332053910876	0.03766101394391616	0.8212434120791503	0.3792415513499767	0.6309323357982001	1.9930684139323087	1.4862230824950453	0.4250118782125876	2.3667279221877333	0.7612090432215034	1.2838709183249915	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	12.0	0.0	-2441.1055039405546
46000	-2785.040549242679	-339.008193183949	-2446.03235605873	2.1120544107124455	2.1120544107124406	2.3259376422508646	0.38913432719976526	0.3241357217568877	1.1266160648664552	0.48564445346868795	0.3971639119965994	2.099710866799458	2.2079246871719564	0.42063929185758736	2.385690449630006	0.8560829030576415	1.2917408359099283	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	12.0	0.0	-2446.03235605873
47000	-2783.047126062085	-341.60595979251167	-2441.4411662695734	2.1318027610975094	2.1318027610975037	2.4798052030169546	0.4684191539466736	0.13797600901930668	1.109301606857029	0.416325446475405	0.3914781805552895	2.1542605167978195	1.894287272068909	0.2807715109278792	2.247472637375431	0.9717959621427658	1.4974503255621534	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	12.0	0.0	-2441.4411662695734
48000	-2786.617457076784	-361.4591446905036	-2425.15831238628	2.28203330200981	2.2820333020098063	2.287198461957795	0.3741582870896101	0.216912947201087	0.9935011113833938	0.4379074308529562	0.35713824878289396	2.20237414914008	1.7231934702842975	0.17932486639001632	1.7719476792431723	0.6375310261704286	0.9747649611188544	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	12.0	0.0	-2425.15831238628
49000	-2787.75897853522	-349.1774070093404	-2438.5815715258796	2.1809639359469295	2.180963935946924	2.9398169159323686	0.7041781748014874	0.11845724613753934	1.1391621687481068	0.3311423279332903	0.20373396765457466	2.763198686478294	1.6558296097090268	0.5009597618997368	2.0020589690596737	0.7714008686366409	1.374284281300881	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	12.0	0.0	-2438.5815715258796
50000	-2783.9675982762546	-358.09509257882917	-2425.8725056974254	2.269729903164825	2.2697299031648197	1.791713042414504	0.23504292964514703	0.12373007467674631	0.751205855512517	0.20263251676252858	0.5017060942671613	1.8547212757903793	1.5301778686816043	0.20965732882316138	1.7548687369250542	0.5638686741736922	1.053465337755405	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	12.0	0.0	-2425.8725056974254
51000	-2786.682295221367	-344.30801491433124	-2442.374280307036	2.1462678671786484	2.1462678671786413	2.7925372394041914	0.5192044415283013	0.1682530973273204	0.9887383909849733	0.7366664471726435	0.4248245857359682	2.0091185565331178	1.7617068936658584	0.4274428601241766	2.0849716389372146	1.1037100207372086	1.640230010272193	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	12.0	0.0	-2442.374280307036
52000	-2786.071461250316	-363.5166866453363	-2422.5547746049797	2.2731154264546416	2.2731154264546363	3.0501143673469246	0.46929270547217844	0.14675914406058854	1.0869976664395102	0.5847837363298197	0.4600632180367467	2.564409601857665	2.182506784149182	0.47423501040493177	1.9182324221087195	0.9913760963154185	1.5755647377250377	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	12.0	0.0	-2422.5547746049797
53000	-2788.275821015839	-370.2209048913365	-2418.0549161245026	2.322348919813563	2.3223489198135514	2.568578256874031	0.4577556120462652	0.205258107296778	1.528086791808803	0.7820928342150586	0.522689967865125	2.2026030116938573	1.8607091360972925	0.5377875337168524	1.9975020133540162	1.0652661544861306	1.3538897752139947	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	12.0	0.0	-2418.0549161245026
54000	-2783.203973132721	-349.4892381663979	-2433.714734966323	2.216505916835573	2.216505916835568	1.4526252857989046	0.416600087944457	0.2058119226186844	0.9238727164058577	0.21951906871847154	0.14757745911456638	1.560067679562358	1.1444424282306176	0.32731055580217094	1.667145031594187	0.7778878022276171	0.828298471813526	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	12.0	0.0	-2433.714734966323
55000	-2784.135601852179	-359.72417340824904	-2424.41142844393	2.2712200384137446	2.2712200384137344	2.1274543924512734	0.6608578442741797	0.09957925191595927	0.7739912242398042	0.3059398009264493	0.2249989815004561	2.077383536825685	1.6937774390001563	0.35811756664988104	1.6788688796459235	0.7091479513353623	1.276059204044166	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	12.0	0.0	-2424.41142844393
56000	-2782.469311347475	-345.2661937493142	-2437.2031175981606	2.1739260707592316	2.1739260707592276	2.026470953457122	0.40543077061946226	0.26688657781881125	1.0648358890193197	0.49241798441827367	0.43035607123628394	1.6732113881236648	1.4927521693713255	0.34989302658710425	1.611565151679666	0.7207382115885442	1.0772365186524115	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	12.0	0.0	-2437.2031175981606
