tip_name	tip_dates
hCoV-19_Iraq_Samawa-1_2021	2021-01-20
hCoV-19_Iraq_Samawa-2_2021	2021-02-20
hCoV-19_Iraq_Samawa-3_2020	2020-12-27
hCoV-19_Iraq_Samawa-4_2021	2021-02-16
hCoV-19_Iraq_Samawa-5_2021	2021-02-20
hCoV-19_Iraq_Samawa-6_2021	2021-02-20
hCoV-19_Iraq_Samawa-7_2021	2021-02-20
hCoV-19_Iraq_Samawa-8_2021	2021-02-20
hCoV-19_Iraq_Samawa-9_2021	2021-02-10
hCoV-19_Iraq_Samawa-10_2021	2021-02-20
hCoV-19_Iraq_Samawa-11_2021	2021-02-19
hCoV-19_Iraq_Samawa-12_2021	2021-02-20
hCoV-19_Iraq_Samawa-13_2021	2021-02-20
hCoV-19_Iraq_Samawa-15_2020	2020-12-29
hCoV-19_Iraq_Samawa-16_2021	2021-02-10
hCoV-19_Iraq_Samawa-19_2021	2021-02-25
hCoV-19_Iraq_Samawa-20_2021	2021-02-10
hCoV-19_Iraq_Samawa-21_2021	2021-02-20
hCoV-19_Iraq_Samawa-23_2021	2021-02-20
hCoV-19_Iraq_Samawa-24_2021	2021-02-19
hCoV-19_Iraq_Samawa-25_2021	2021-02-20
hCoV-19_Iraq_Samawa-26_2021	2021-02-22
hCoV-19_Iraq_Samawa-27_2021	2021-02-19
hCoV-19_Iraq_Samawa-28_2021	2021-02-20
hCoV-19_Iraq_Samawa-29_2021	2021-02-20
hCoV-19_Iraq_Samawa-30_2021	2021-02-10
hCoV-19_Iraq_Samawa-31_2021	2021-02-25
hCoV-19_Iraq_Samawa-32_2021	2021-02-18
hCoV-19_Iraq_Samawa-33_2021	2021-02-16
hCoV-19_Iraq_Samawa-34_2021	2021-02-20
hCoV-19_Iraq_Samawa-35_2021	2021-02-16
hCoV-19_Iraq_Samawa-39_2021	2021-02-20
hCoV-19_Iraq_Samawa-40_2021	2021-02-11
hCoV-19_Iraq_Samawa-41_2021	2021-02-20
hCoV-19_Iraq_Samawa-42_2021	2021-02-20
hCoV-19_Iraq_Samawa-44_2021	2021-02-18
hCoV-19_Iraq_Samawa-45_2021	2021-02-16
hCoV-19_Iraq_Samawa-47_2021	2021-02-10
hCoV-19_Iraq_Samawa-48_2021	2021-02-20
hCoV-19_Iraq_Samawa-51_2021	2021-02-22
hCoV-19_Bangladesh_BCSIR-NILMRC-750_2021	2021-03-16
hCoV-19_Bangladesh_BCSIR-NILMRC-754_2021	2021-03-16
hCoV-19_Bangladesh_BCSIR-NILMRC-664_2021	2021-03-14
hCoV-19_Bangladesh_BCSIR-NILMRC-665_2021	2021-03-14
hCoV-19_India_MH-NCCS-P1162000181670_2021	2021-02-26
hCoV-19_India_MH-NCCS-2100086_2021	2021-02-19
hCoV-19_India_GJ-GBRC462_2021	2021-02-15
hCoV-19_India_GJ-GBRC463_2021	2021-02-23
hCoV-19_India_GJ-GBRC464_2021	2021-02-25
hCoV-19_India_GJ-GBRC465_2021	2021-02-28
hCoV-19_India_GJ-GBRC466a_2021	2021-03-01
hCoV-19_India_GJ-GBRC466b_2021	2021-03-01
hCoV-19_India_GJ-GBRC467_2021	2021-03-02
hCoV-19_Bangladesh_BCSIR-SUST-10_2021	2021-01-26
hCoV-19_Bangladesh_BCSIR-SUST-51_2021	2021-01-20
hCoV-19_Bangladesh_ideSHi-B-100402007_2021	2021-02-04
hCoV-19_Bangladesh_ideSHi-B-301702002_2021	2021-02-16
hCoV-19_Bangladesh_ideSHi-IEDCR-233472_2021	2021-02-18
hCoV-19_Bangladesh_ideSHi-IEDCR-233622_2021	2021-02-20
hCoV-19_Bangladesh_ideSHi-B-302102001_2021	2021-02-21
hCoV-19_Bangladesh_ideSHi-B-302302003_2021	2021-02-23
hCoV-19_Bangladesh_ideSHi-B-302502004_2021	2021-02-25
hCoV-19_Bangladesh_ideSHi-B-302502005_2021	2021-02-25
hCoV-19_India_WB-1931500932404_2021	2021-03-10
hCoV-19_India_WB-1930300585847_2021	2021-03-19
hCoV-19_India_WB-1931501021205_2021	2021-03-31
hCoV-19_India_WB-1932000230378_2021	2021-03-06
hCoV-19_India_OR-1930300591057_2021	2021-03-21
hCoV-19_India_WB-1931300247815_2021	2021-03-19
hCoV-19_India_WB-1931300250549_2021	2021-03-24
hCoV-19_India_WB-1930300627356_2021	2021-03-19
hCoV-19_India_WB-1930300561633_2021	2021-03-09
hCoV-19_India_WB-1932000232709_2021	2021-03-13
hCoV-19_India_WB-1930300576205_2021	2021-03-16
hCoV-19_India_WB-1930300529250_2021	2021-02-24
hCoV-19_India_WB-1930300570803_2021	2021-03-13
hCoV-19_India_WB-1930900124558_2021	2021-03-03
hCoV-19_India_WB-1931300247867_2021	2021-03-19
hCoV-19_India_WB-1931300248274_2021	2021-03-20
hCoV-19_India_WB-1931300249279_2021	2021-03-22
hCoV-19_India_WB-1931300250591_2021	2021-03-24
hCoV-19_India_WB-1931300250794_2021	2021-03-25
hCoV-19_India_WB-1931300251957_2021	2021-03-27
hCoV-19_India_WB-1931500995786_2021	2021-03-25
hCoV-19_India_WB-1931500995806_2021	2021-03-25
hCoV-19_India_WB-1931400087445_2021	2021-03-08
hCoV-19_India_WB-1931500959677_2021	2021-03-17
hCoV-19_India_WB-1931500959726_2021	2021-03-17
hCoV-19_India_WB-1930400366860_2021	2021-02-25
hCoV-19_India_WB-1931500932140_2021	2021-03-10
hCoV-19_India_WB-1931501003331_2021	2021-03-27
hCoV-19_India_WB-1931501003868_2021	2021-03-27
hCoV-19_India_WB-1931500955602_2021	2021-03-16
hCoV-19_India_WB-1930300627084_2021	2021-03-19
hCoV-19_India_WB-1930300554541_2021	2021-03-07
hCoV-19_India_WB-1930300581761_2021	2021-03-18
hCoV-19_India_WB-1930300570655_2021	2021-03-13
hCoV-19_India_WB-1932000227370_2021	2021-02-26
hCoV-19_India_WB-1932000231728_2021	2021-03-10
hCoV-19_India_WB-1931501007295_2021	2021-03-28
hCoV-19_India_WB-1931700212936_2021	2021-03-05
hCoV-19_India_WB-1931300246138_2021	2021-03-16
hCoV-19_India_WB-1930300590201_2021	2021-03-21
hCoV-19_India_WB-1930400400122_2021	2021-03-17
hCoV-19_India_WB-1930300559615_2021	2021-03-08
hCoV-19_India_WB-1930900126367_2021	2021-03-08
hCoV-19_India_WB-1930300565609_2021	2021-03-11
hCoV-19_India_WB-1970400171095_2021	2021-03-11
hCoV-19_India_WB-1930300591297_2021	2021-03-21
hCoV-19_Bangladesh_ideSHi-ESP003_2021	2021-03-25
hCoV-19_Bangladesh_BCSIR-DNAS-01_2021	2021-01-17
hCoV-19_Bangladesh_BCSIR-DNAS-03_2021	2021-01-17
hCoV-19_Bangladesh_BCSIR-DNAS-13_2021	2021-01-23
hCoV-19_India_ILSGS00612_2021	2021-03-15
hCoV-19_India_ILSGS00674_2021	2021-03-22
hCoV-19_India_ILSGS00706_2021	2021-02-06
hCoV-19_India_ILSGS00707_2021	2021-03-20
hCoV-19_India_ILSGS00708_2021	2021-03-12
hCoV-19_India_ILSGS00712_2021	2021-03-19
hCoV-19_India_ILSGS00716_2021	2021-03-10
hCoV-19_India_ILSGS00717_2021	2021-01-04
hCoV-19_India_ILSGS00720_2021	2021-03-19
hCoV-19_India_ILSGS00722_2021	2021-03-13
hCoV-19_India_ILSGS00788_2021	2021-03-03
hCoV-19_India_ILSGS00805_2021	2021-03-05
hCoV-19_India_ILSGS00911_2021	2021-04-02
hCoV-19_India_ILSGS00915_2021	2021-04-02
hCoV-19_India_ILSGS00920_2021	2021-04-02
hCoV-19_India_ILSGS00921_2021	2021-03-24
hCoV-19_India_ILSGS00923_2021	2021-03-25
hCoV-19_India_TG-CCMB-BB649-P1_2020	2020-12-26
hCoV-19_India_MH-ICMR-NIV-INSACOG-287775_2020	2020-12-30
hCoV-19_India_GJ-ICMR-NIV-INSACOG-GSEQ-553_2020	2020-11-28
hCoV-19_India_GJ-ICMR-NIV-INSACOG-GSEQ-94_2021	2021-02-11
hCoV-19_India_GJ-ICMR-NIV-INSACOG-GSEQ-439_2021	2021-02-16
hCoV-19_India_GJ-ICMR-NIV-INSACOG-GSEQ-440_2021	2021-02-16
hCoV-19_India_GJ-ICMR-NIV-INSACOG-GSEQ-551_2020	2020-12-30
hCoV-19_India_GJ-ICMR-NIV-INSACOG-GSEQ-564_2020	2020-12-17
hCoV-19_India_KL-ICMR-NIV-INSACOG-VOC-8_2020	2020-12-23
hCoV-19_India_MH-ICMR-NIV-INSACOG-GSEQ-354_2021	2021-02-22
hCoV-19_India_MH-ICMR-NIV-INSACOG-GSEQ-360_2021	2021-02-25
hCoV-19_India_MH-ICMR-NIV-INSACOG-GSEQ-378_2021	2021-02-25
hCoV-19_India_MH-ICMR-NIV-INSACOG-GSEQ-381_2021	2021-02-27
hCoV-19_India_MH-ICMR-NIV-INSACOG-GSEQ-427_2021	2021-02-27
hCoV-19_India_MH-ICMR-NIV-INSACOG-GSEQ-663_2021	2021-03-01
hCoV-19_India_OR-ICMR-NIV-INSACOG-VOC-6_2020	2020-12-23
hCoV-19_India_GA-ICMR-NIV-INSACOG-GSEQ-1325_2021	2021-03-12
hCoV-19_India_GJ-ICMR-NIV-INSACOG-GSEQ-84_2021	2021-02-12
hCoV-19_India_GJ-ICMR-NIV-INSACOG-GSEQ-85_2021	2021-02-13
hCoV-19_India_GJ-ICMR-NIV-INSACOG-GSEQ-109_2021	2021-02-08
hCoV-19_India_GJ-ICMR-NIV-INSACOG-GSEQ-277_2021	2021-02-18
hCoV-19_India_GJ-ICMR-NIV-INSACOG-GSEQ-279_2021	2021-02-18
hCoV-19_India_GJ-ICMR-NIV-INSACOG-GSEQ-285_2021	2021-02-17
hCoV-19_India_GJ-ICMR-NIV-INSACOG-GSEQ-304_2021	2021-02-23
hCoV-19_India_GJ-ICMR-NIV-INSACOG-GSEQ-305_2021	2021-02-15
hCoV-19_India_GJ-ICMR-NIV-INSACOG-GSEQ-306_2021	2021-02-25
hCoV-19_India_GJ-ICMR-NIV-INSACOG-GSEQ-307_2021	2021-02-16
hCoV-19_India_GJ-ICMR-NIV-INSACOG-GSEQ-310_2021	2021-02-17
hCoV-19_India_GJ-ICMR-NIV-INSACOG-GSEQ-442_2021	2021-02-26
hCoV-19_India_GJ-ICMR-NIV-INSACOG-GSEQ-459_2021	2021-02-26
hCoV-19_India_GJ-ICMR-NIV-INSACOG-GSEQ-487_2021	2021-02-26
hCoV-19_India_GJ-ICMR-NIV-INSACOG-GSEQ-1030_2021	2021-03-04
hCoV-19_India_GJ-ICMR-NIV-INSACOG-GSEQ-1200_2020	2020-12-13
hCoV-19_India_GJ-ICMR-NIV-INSACOG-GSEQ-1371_2021	2021-03-11
hCoV-19_India_GJ-ICMR-NIV-INSACOG-GSEQ-1540_2021	2021-02-20
hCoV-19_India_GJ-ICMR-NIV-INSACOG-GSEQ-1560_2021	2021-02-20
hCoV-19_India_GJ-ICMR-NIV-INSACOG-GSEQ-1562_2021	2021-02-20
hCoV-19_India_GJ-ICMR-NIV-INSACOG-GSEQ-1564_2021	2021-02-20
hCoV-19_India_GJ-ICMR-NIV-INSACOG-GSEQ-1566_2021	2021-02-20
hCoV-19_India_GJ-ICMR-NIV-INSACOG-GSEQ-1567_2021	2021-02-20
hCoV-19_India_GJ-ICMR-NIV-INSACOG-GSEQ-1570_2021	2021-02-20
hCoV-19_India_GJ-ICMR-NIV-INSACOG-GSEQ-1574_2021	2021-02-20
hCoV-19_India_GJ-ICMR-NIV-INSACOG-VOC-618_2021	2021-02-03
hCoV-19_India_GJ-ICMR-NIV-INSACOG-VOC-673_2021	2021-02-04
hCoV-19_India_MH-ICMR-NIV-INSACOG-294645_2021	2021-02-26
hCoV-19_India_MH-ICMR-NIV-INSACOG-GSEQ-396_2021	2021-02-26
hCoV-19_India_MH-ICMR-NIV-INSACOG-GSEQ-840_2021	2021-03-03
hCoV-19_India_MH-ICMR-NIV-INSACOG-GSEQ-1119_2021	2021-03-10
hCoV-19_India_PB-ICMR-NIV-INSACOG-GSEQ-588_2021	2021-01-27
hCoV-19_India_PB-ICMR-NIV-INSACOG-GSEQ-606_2021	2021-02-09
hCoV-19_India_KA-NIMH-SEQ-8_2020	2020-12-22
hCoV-19_Oman_182621_2020	2020-12-22
hCoV-19_India_KA-NIMH-SEQ-13_2020	2020-12-24
hCoV-19_India_KA-NIMH-SEQ-14_2020	2020-12-24
hCoV-19_India_KA-NIMH-SEQ-9_2020	2020-12-22
hCoV-19_India_KA-NIMH-SEQ-15_2020	2020-12-24
hCoV-19_Jordan_AM-ALSR-5799_2021	2021-01-06
hCoV-19_Jordan_AM-ALSR-5800_2021	2021-01-06
hCoV-19_Jordan_AM-ALSR-5804_2021	2021-01-06
hCoV-19_Jordan_AM-ALSR-5805_2021	2021-01-06
hCoV-19_Jordan_AZ-ALSR-5807_2021	2021-01-06
hCoV-19_Malaysia_IMR-WC61542_2021	2021-01-24
hCoV-19_Jordan_Biolab001_2021	2021-01-29
hCoV-19_Jordan_Biolab002_2021	2021-01-27
hCoV-19_India_GJ-NIV-VOC-3_2020	2020-12-22
hCoV-19_India_OR-NIV-VOC-6_2020	2020-12-23
hCoV-19_India_MH-NIV-VOC-7_2020	2020-12-17
hCoV-19_India_KL-NIV-VOC-16_2020	2020-12-24
hCoV-19_India_KL-NIV-VOC-17_2020	2020-12-24
hCoV-19_India_GJ-NIV-VOC-22_2020	2020-12-24
hCoV-19_India_OR-NIV-VOC-53_2020	2020-12-26
hCoV-19_India_OR-NIV-VOC-54_2020	2020-12-26
hCoV-19_India_MH-NIV-VOC-65_2020	2020-12-25
hCoV-19_India_MH-NIV-VOC-66_2020	2020-12-25
hCoV-19_India_MH-NIV-VOC-70_2020	2020-12-25
hCoV-19_India_GJ-NIV-VOC-78_2020	2020-12-24
hCoV-19_India_GJ-NIV-VOC-79_2020	2020-12-24
hCoV-19_India_GJ-NIV-VOC-80_2020	2020-12-24
hCoV-19_India_GJ-NIV-VOC-81_2020	2020-12-24
hCoV-19_India_MH-NIV-VOC-84_2020	2020-12-26
hCoV-19_India_KL-NIV-VOC-89_2020	2020-12-23
hCoV-19_India_KL-NIV-VOC-90_2020	2020-12-25
hCoV-19_India_TN-NIV-VOC-128_2020	2020-12-27
hCoV-19_India_TN-NIV-VOC-130_2020	2020-12-27
hCoV-19_India_MH-NIV-VOC-171_2020	2020-12-28
hCoV-19_India_MH-NIV-VOC-172_2020	2020-12-28
hCoV-19_India_MH-NIV-VOC-173_2020	2020-12-28
hCoV-19_India_GJ-NIV-VOC-176_2020	2020-12-26
hCoV-19_India_KL-NIV-VOC-218_2020	2020-12-24
hCoV-19_India_GA-NIV-VOC-247_2020	2020-12-28
hCoV-19_Beijing_IVDC-04_2021	2021-01-17
hCoV-19_Indonesia_JK-NIHRD-MI2101960_2021	2021-02-12
hCoV-19_Indonesia_SS-NIHRD-WGS00427_2021	2021-01-05
hCoV-19_Indonesia_KS-NIHRD-WGS00915_2021	2021-01-06
hCoV-19_Indonesia_SU-NIHRD-WGS01098_2021	2021-01-28
hCoV-19_India_AP-CCMB-BI361_2021	2021-03-02
hCoV-19_Indonesia_JB-NIHRD-C002130911_2021	2021-03-12
hCoV-19_India_JH-1931500901984_2021	2021-03-02
hCoV-19_India_JH-1930300567430_2021	2021-03-12
hCoV-19_India_WB-1931500880575_2021	2021-02-24
hCoV-19_India_WB-1931800118688_2021	2021-02-27
hCoV-19_India_WB-1930600194189_2021	2021-02-08
hCoV-19_India_WB-1930600194195_2021	2021-02-08
hCoV-19_India_WB-1931800120784_2021	2021-03-09
hCoV-19_India_WB-1931500895560_2021	2021-02-28
hCoV-19_India_WB-1930300540133_2021	2021-02-28
hCoV-19_Bangladesh_BCSIR-NILMRC-724_2021	2021-03-16
hCoV-19_Bangladesh_BCSIR-SUST-02_2021	2021-01-08
hCoV-19_Bangladesh_BCSIR-SUST-04_2021	2021-01-13
hCoV-19_India_MH-NCCS-R0058187_2021	2021-02-19
hCoV-19_Bangladesh_BCSIR-SUST-13_2021	2021-02-01
hCoV-19_Bangladesh_BCSIR-SUST-16_2021	2021-02-18
hCoV-19_Bangladesh_BCSIR-SUST-22_2021	2021-01-06
hCoV-19_Malaysia_IMR_WC170283_2021	2021-04-04
hCoV-19_Malaysia_IMR_WC170284_2021	2021-04-04
hCoV-19_India_WB-1931300246212_2021	2021-03-16
hCoV-19_India_KA-NIMH-SEQ-237_2021	2021-03-20
hCoV-19_India_KA-NIMH-SEQ-242_2021	2021-03-12
hCoV-19_India_KA-NIMH-SEQ-243_2021	2021-03-12
hCoV-19_India_KA-NIMH-SEQ-244_2021	2021-03-12
hCoV-19_India_KA-NIMH-SEQ-245_2021	2021-03-12
hCoV-19_India_KA-NIMH-SEQ-247_2021	2021-03-15
hCoV-19_India_KA-NIMH-SEQ-248_2021	2021-03-15
hCoV-19_India_KA-NIMH-SEQ-257_2021	2021-02-26
hCoV-19_India_KA-NIMH-SEQ-260_2021	2021-03-04
hCoV-19_India_KA-NIMH-SEQ-272_2021	2021-02-23
hCoV-19_India_KA-NIMH-SEQ-281_2021	2021-03-17
hCoV-19_India_KA-NIMH-SEQ-285_2021	2021-03-20
hCoV-19_India_KA-NIMH-SEQ-286_2021	2021-03-20
hCoV-19_India_KA-NIMH-SEQ-287_2021	2021-03-20
hCoV-19_India_KA-NIMH-SEQ-292_2021	2021-03-16
hCoV-19_Bahrain_840046569_2021	2021-04-05
hCoV-19_Bahrain_5901683889_2021	2021-04-07
hCoV-19_Bahrain_970312612_2021	2021-04-08
hCoV-19_Bahrain_341702536_2021	2021-03-18
hCoV-19_Bahrain_341699781_2021	2021-03-18
hCoV-19_Bahrain_341709279_2021	2021-03-19
hCoV-19_Bahrain_341725942_2021	2021-03-22
hCoV-19_Bahrain_341726140_2021	2021-03-21
hCoV-19_Bahrain_341726172_2021	2021-03-21
hCoV-19_Bahrain_341726177_2021	2021-03-21
hCoV-19_Bahrain_341811558_2021	2021-04-05
hCoV-19_Bahrain_341841542_2021	2021-04-09
hCoV-19_India_BR-ILSGS00280_2021	2021-01-22
hCoV-19_India_CT-ILSGS00434_2021	2021-02-19
hCoV-19_India_CT-ILSGS00445_2021	2021-02-23
hCoV-19_India_ILSGS00617_2021	2021-03-15
hCoV-19_India_ILSGS00618_2021	2021-03-15
hCoV-19_India_ILSGS00625_2021	2021-03-10
hCoV-19_India_ILSGS00632_2021	2021-03-14
hCoV-19_India_ILSGS00672_2021	2021-03-22
hCoV-19_India_ILSGS00673_2021	2021-03-22
hCoV-19_India_ILSGS00924_2021	2021-03-27
hCoV-19_India_ILSGS00927_2021	2021-03-30
hCoV-19_India_ILSGS00928_2021	2021-03-18
hCoV-19_India_ILSGS00946_2021	2021-03-04
hCoV-19_India_ILSGS00948_2021	2021-03-20
hCoV-19_India_ILSGS00951_2021	2021-03-01
hCoV-19_India_ILSGS00953_2021	2021-03-23
hCoV-19_India_ILSGS00954_2021	2021-03-24
hCoV-19_India_ILSGS00959_2021	2021-03-28
hCoV-19_India_ILSGS00962_2021	2021-03-28
hCoV-19_India_ILSGS00974_2021	2021-03-15
hCoV-19_India_GJ-ICMR-NIV-INSACOG-GSEQ-1565_2021	2021-02-20
hCoV-19_India_GJ-ICMR-NIV-INSACOG-GSEQ-1167_2020	2020-11-27
hCoV-19_Kuwait_SKS00105-JAH_2020	2020-12-31
hCoV-19_Jordan_UK5_2020	2020-12-20
hCoV-19_Jordan_UK6_2020	2020-12-20
hCoV-19_Jordan_PHBC5_2021	2021-01-07
hCoV-19_Jordan_PHBC6_2021	2021-01-07
hCoV-19_India_KA-NIMH-SEQ-120_2021	2021-01-12
hCoV-19_India_KA-NIMH-SEQ-61_2020	2020-12-30
hCoV-19_India_KA-NIMH-SEQ-109_2021	2021-01-11
hCoV-19_India_KA-NIMH-SEQ-110_2021	2021-01-11
hCoV-19_India_KA-NIMH-SEQ-128_2021	2021-01-18
hCoV-19_India_KA-NIMH-SEQ-129_2021	2021-01-18
hCoV-19_India_KA-NIMH-SEQ-184_2021	2021-01-14
hCoV-19_USA_CT-Yale-S105_2021	2021-01-11
hCoV-19_USA_CT-Yale-S106_2021	2021-01-11
hCoV-19_USA_CT-CDC-LC0006757_2021	2021-01-19
hCoV-19_USA_CT-Yale-1511_2021	2021-02-04
hCoV-19_USA_CT-Yale-1509_2021	2021-02-03
hCoV-19_USA_CT-Yale-1513_2021	2021-02-06
hCoV-19_USA_CT-Yale-1512_2021	2021-02-05
hCoV-19_USA_CT-Yale-1440_2021	2021-02-04
hCoV-19_USA_CT-Yale-1441_2021	2021-02-03
hCoV-19_USA_CT-Yale-1442_2021	2021-02-13
hCoV-19_USA_CT-Yale-1443_2021	2021-02-14
hCoV-19_USA_CT-Yale-1444_2021	2021-02-14
hCoV-19_USA_CT-Yale-1445_2021	2021-02-06
hCoV-19_USA_CT-Yale-1446_2021	2021-02-09
hCoV-19_USA_CT-Yale-1447_2021	2021-02-09
hCoV-19_USA_CT-Yale-1448_2021	2021-02-11
hCoV-19_USA_CT-Yale-1449_2021	2021-02-09
hCoV-19_USA_CT-Yale-1450_2021	2021-02-11
hCoV-19_USA_CT-Yale-1246_2021	2021-01-15
hCoV-19_USA_CT-Yale-1275_2021	2021-02-03
hCoV-19_USA_CT-Yale-1554_2021	2021-02-02
hCoV-19_USA_CT-Yale-1555_2021	2021-01-29
hCoV-19_USA_CT-CDC-LC0016073_2021	2021-02-11
hCoV-19_USA_CT-CDC-LC0016743_2021	2021-02-04
hCoV-19_USA_CT-CDC-21865541_2021	2021-02-08
hCoV-19_USA_CT-CDC-21865648_2021	2021-02-08
hCoV-19_USA_CT-CDC-22025112_2021	2021-02-11
hCoV-19_USA_CT-CDC-22025090_2021	2021-02-11
hCoV-19_USA_CT-CDC-22024723_2021	2021-02-11
hCoV-19_USA_CT-JAX-J000038_2021	2021-01-27
hCoV-19_USA_CT-JAX-J000039_2021	2021-02-03
hCoV-19_USA_CT-JAX-J000040_2021	2021-02-11
hCoV-19_USA_CT-JAX-J000047_2021	2021-02-12
hCoV-19_USA_CT-JAX-J000048_2021	2021-02-15
hCoV-19_USA_CT-JAX-J000050_2021	2021-02-02
hCoV-19_USA_CT-JAX-J000051_2021	2021-02-05
hCoV-19_USA_CT-JAX-J000053_2021	2021-02-04
hCoV-19_USA_CT-JAX-J000054_2021	2021-02-04
hCoV-19_USA_CT-JAX-J000055_2021	2021-02-04
hCoV-19_USA_CT-JAX-J000056_2021	2021-02-06
hCoV-19_USA_CT-JAX-J000058_2021	2021-01-27
hCoV-19_USA_CT-Yale-1853_2021	2021-02-21
hCoV-19_USA_CT-Yale-1752_2021	2021-02-16
hCoV-19_USA_CT-Yale-1854_2021	2021-02-21
hCoV-19_USA_CT-Yale-1741_2021	2021-02-18
hCoV-19_USA_CT-Yale-1874_2021	2021-02-25
hCoV-19_USA_CT-Yale-1864_2021	2021-02-24
hCoV-19_USA_CT-Yale-1865_2021	2021-02-24
hCoV-19_USA_CT-Yale-1849_2021	2021-02-20
hCoV-19_USA_CT-Yale-1868_2021	2021-02-25
hCoV-19_USA_CT-Yale-1761_2021	2021-02-19
hCoV-19_USA_CT-Yale-1890_2021	2021-02-01
hCoV-19_USA_CT-Yale-1850_2021	2021-02-20
hCoV-19_USA_CT-Yale-1863_2021	2021-02-23
hCoV-19_USA_CT-Yale-1866_2021	2021-02-25
hCoV-19_USA_CT-Yale-1870_2021	2021-02-25
hCoV-19_USA_CT-Yale-1881_2021	2021-02-23
hCoV-19_USA_CT-Yale-1891_2021	2021-02-01
hCoV-19_USA_CT-Yale-1855_2021	2021-02-22
hCoV-19_USA_CT-Yale-1867_2021	2021-02-25
hCoV-19_USA_CT-Yale-1763_2021	2021-02-19
hCoV-19_USA_CT-Yale-1892_2021	2021-02-11
hCoV-19_USA_CT-Yale-1742_2021	2021-02-15
hCoV-19_USA_CT-Yale-1764_2021	2021-02-19
hCoV-19_USA_CT-Yale-1859_2021	2021-02-23
hCoV-19_USA_CT-Yale-1905_2021	2021-02-23
hCoV-19_USA_CT-Yale-1847_2021	2021-02-20
hCoV-19_USA_CT-Yale-1907_2021	2021-02-23
hCoV-19_USA_CT-Yale-1893_2021	2021-02-26
hCoV-19_USA_CT-Yale-1857_2021	2021-02-22
hCoV-19_USA_CT-Yale-1851_2021	2021-02-20
hCoV-19_USA_CT-Yale-1873_2021	2021-02-25
hCoV-19_USA_CT-Yale-1875_2021	2021-02-25
hCoV-19_USA_CT-Yale-1912_2021	2021-02-25
hCoV-19_USA_CT-Yale-1751_2021	2021-02-15
hCoV-19_USA_CT-Yale-1899_2021	2021-02-20
hCoV-19_USA_CT-Yale-1901_2021	2021-02-22
hCoV-19_USA_CT-Yale-1909_2021	2021-02-25
hCoV-19_USA_CT-Yale-1749_2021	2021-02-15
hCoV-19_USA_CT-Yale-1900_2021	2021-02-21
hCoV-19_USA_CT-Yale-1757_2021	2021-02-18
hCoV-19_USA_CT-Yale-1769_2021	2021-02-19
hCoV-19_USA_CT-Yale-1758_2021	2021-02-18
hCoV-19_USA_CT-Yale-1759_2021	2021-02-17
hCoV-19_USA_CT-Yale-1756_2021	2021-02-17
hCoV-19_USA_CT-Yale-1903_2021	2021-02-21
hCoV-19_USA_CT-Yale-1760_2021	2021-02-18
hCoV-19_USA_CT-Yale-1766_2021	2021-02-18
hCoV-19_USA_CT-Yale-1908_2021	2021-02-24
hCoV-19_USA_CT-Yale-1906_2021	2021-02-23
hCoV-19_USA_CT-Yale-1910_2021	2021-02-25
hCoV-19_USA_CT-Yale-1917_2021	2021-02-14
hCoV-19_USA_CT-Yale-1767_2021	2021-02-19
hCoV-19_USA_CT-Yale-1914_2021	2021-02-21
hCoV-19_USA_CT-Yale-1753_2021	2021-02-16
hCoV-19_USA_CT-JAX-JAX000162_2021	2021-01-22
hCoV-19_USA_CT-CDC-LC0017072_2021	2021-02-10
hCoV-19_USA_CT-CDC-LC0017940_2021	2021-02-10
hCoV-19_USA_CT-CDC-LC0018998_2021	2021-02-10
hCoV-19_USA_CT-CDC-22057588_2021	2021-02-15
hCoV-19_USA_CT-CDC-22058511_2021	2021-02-15
hCoV-19_USA_CT-CDC-22057572_2021	2021-02-15
hCoV-19_USA_CT-CDC-22207756_2021	2021-02-18
hCoV-19_USA_CT-CDC-22164251_2021	2021-02-17
hCoV-19_USA_CT-CDC-22164277_2021	2021-02-17
hCoV-19_USA_CT-CDC-22164237_2021	2021-02-17
hCoV-19_USA_CT-CDC-22209316_2021	2021-02-18
hCoV-19_USA_CT-CDC-22208947_2021	2021-02-18
hCoV-19_USA_CT-CDC-22207359_2021	2021-02-18
hCoV-19_USA_CT-Yale-1925_2021	2021-02-22
hCoV-19_USA_CT-Yale-1926_2021	2021-02-23
hCoV-19_USA_CT-Yale-1927_2021	2021-02-23
hCoV-19_USA_CT-Yale-1928_2021	2021-02-27
hCoV-19_USA_CT-Yale-1976_2021	2021-02-23
hCoV-19_USA_CT-Yale-2005_2021	2021-03-01
hCoV-19_USA_CT-Yale-2006_2021	2021-03-03
hCoV-19_USA_CT-Yale-2007_2021	2021-03-04
hCoV-19_USA_CT-Yale-2008_2021	2021-03-04
hCoV-19_USA_CT-Yale-2009_2021	2021-03-04
hCoV-19_USA_CT-Yale-2010_2021	2021-02-26
hCoV-19_USA_CT-Yale-2011_2021	2021-02-26
hCoV-19_USA_CT-Yale-2013_2021	2021-02-27
hCoV-19_USA_CT-Yale-2014_2021	2021-02-27
hCoV-19_USA_CT-Yale-2015_2021	2021-02-27
hCoV-19_USA_CT-Yale-2016_2021	2021-02-27
hCoV-19_USA_CT-Yale-2017_2021	2021-02-27
hCoV-19_USA_CT-Yale-2018_2021	2021-02-27
hCoV-19_USA_CT-Yale-2019_2021	2021-02-27
