# BEAST v1.10.5 Prerelease #23570d1
# Generated Sat May 29 14:49:01 EDT 2021 [seed=1622314133195]
state	joint	prior	likelihood	loc.clock.rate	loc.meanRate	loc.rates.CT.NY-NJ	loc.rates.CT.domestic	loc.rates.CT.international	loc.rates.NY-NJ.domestic	loc.rates.NY-NJ.international	loc.rates.domestic.international	loc.rates.NY-NJ.CT	loc.rates.domestic.CT	loc.rates.international.CT	loc.rates.domestic.NY-NJ	loc.rates.international.NY-NJ	loc.rates.international.domestic	loc.indicators.CT.NY-NJ	loc.indicators.CT.domestic	loc.indicators.CT.international	loc.indicators.NY-NJ.domestic	loc.indicators.NY-NJ.international	loc.indicators.domestic.international	loc.indicators.NY-NJ.CT	loc.indicators.domestic.CT	loc.indicators.international.CT	loc.indicators.domestic.NY-NJ	loc.indicators.international.NY-NJ	loc.indicators.international.domestic	loc.nonZeroRates	loc.branchRates	loc.treeLikelihood
20000	-1713.1943578855812	-198.6075013951306	-1514.5868564904506	2.228986532194799	2.2289865321947957	2.082303750104111	0.6050840065271802	0.17553900538392803	1.322608395320696	0.5138107800062824	0.28824862208042984	2.8599174313728906	0.23520134601918713	1.8541992129211105	1.3060439737451432	0.9674090530117375	2.1468408446007854	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0	10.0	0.0	-1514.5868564904506
21000	-1711.1126442202888	-189.57400686798061	-1521.5386373523081	2.176760743578381	2.1767607435783765	1.6647375493457663	0.3591276813799515	0.0999815728498718	1.0517554916508884	0.49498184212149976	0.08976196393861724	1.9703501851150145	0.1505285370660419	0.45568469569393866	0.6713068303133143	1.1580095012208733	1.1369762223848032	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0	10.0	0.0	-1521.5386373523081
22000	-1711.434137261732	-169.39404170090074	-1542.0400955608313	1.8805697862540898	1.8805697862540856	1.5284402323979767	0.6939998572152909	0.1498096778016397	1.3709462550722782	0.4707562126714519	0.08425113614312547	2.476668673898948	0.32503567327680705	1.6361228283626892	0.8281159396147053	0.621013305487632	1.5130764178644183	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0	10.0	0.0	-1542.0400955608313
23000	-1719.348410442454	-197.54604979937537	-1521.8023606430786	2.242850273672678	2.2428502736726763	1.0066234206851032	0.5509903677029934	4.629781338275437	0.7489740208199702	0.2747935137666826	0.05133791933360081	1.287754548336709	0.1543630750234541	3.512004555328523	0.8987415843261177	0.3712331509244441	1.0554024711797299	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0	9.0	0.0	-1521.8023606430786
24000	-1711.7557435438907	-183.74579422301548	-1528.0099493208752	2.0891904865714537	2.08919048657145	1.8012480962604462	0.3686580901206628	1.1972467488399572	1.2144831179333615	0.4783307035561677	0.12379749239853698	2.153085743419286	0.1267784933313525	1.2576052041041141	0.7943580651952536	0.764446617872163	2.170850354910323	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0	9.0	0.0	-1528.0099493208752
25000	-1715.3371097124348	-181.7420891028908	-1533.595020609544	2.028514815799337	2.028514815799333	2.731418796819904	0.45238696597999223	0.2697988848204877	1.9628353065498507	0.6730047422352522	0.2721685052582765	2.844214839325405	0.478959365034196	0.323005539956227	1.0202715251724561	0.5517562339942844	3.4916793064672906	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0	9.0	0.0	-1533.595020609544
26000	-1713.4285784579781	-176.92201886170318	-1536.5065595962749	1.947575606217091	1.947575606217089	2.516188317923375	0.5032904414029148	0.2463376979814316	2.142064945434032	0.7373212242727496	0.16450136372752053	3.384779942999385	0.27675889678370524	0.08438750569330038	1.3833295354652053	0.7219257787745814	1.9573358597009263	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0	10.0	0.0	-1536.5065595962749
27000	-1720.786164165212	-202.41171771087713	-1518.374446454335	2.227362849434037	2.2273628494340345	4.317802681887143	0.7719702706245551	0.15153227139671432	1.755033630252739	0.9072361667451331	0.2722448440043454	3.979772748866581	0.41010089935407235	0.08402261850119086	1.6678583301625576	1.112293618318912	0.45737623566528596	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	11.0	0.0	-1518.374446454335
28000	-1711.8516205711471	-171.76529629572988	-1540.0863242754172	1.9222483049701669	1.92224830497017	1.9089902676252857	0.37539297679563716	0.1544754741356765	1.5414866437881336	0.47065128938529843	0.18704262617389725	2.3933780731871086	0.36185385798844594	0.39552169645664453	1.731576515411991	0.8871543566791648	0.4846557417708193	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0	10.0	0.0	-1540.0863242754172
29000	-1709.4245868072007	-170.14221939346945	-1539.2823674137312	1.9301186053944108	1.9301186053944075	2.0866770342077747	0.451438537299879	0.07762982254516336	1.3478321564545623	0.4424062974541335	0.26087792083881794	2.121268760436884	0.27149939201399476	0.1528487895562394	0.5096336886770454	0.8872744080029058	0.05975970873210571	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0	10.0	0.0	-1539.2823674137312
30000	-1711.7012423673825	-180.1253642355927	-1531.5758781317898	2.0261334807884728	2.0261334807884777	1.9422097001340415	0.31525387669321236	0.10319803976235738	1.366932961031542	0.3721604966742727	0.33925483478698343	2.5095425513015925	0.5367607366314345	0.14363363761629921	0.7976527853999479	0.49924726763702876	0.009947157120464489	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	11.0	0.0	-1531.5758781317898
31000	-1709.7914512560587	-168.95275767402836	-1540.8386935820304	1.934439444888708	1.9344394448887052	1.9766331674925972	0.4728240829643777	0.12485036280565953	1.1283628694296794	0.4584339705934629	0.23187787612124694	2.341514188205819	0.19437733270011898	1.1102176033814704	1.0186709465729828	0.3022953549452124	0.09283637753940763	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0	9.0	0.0	-1540.8386935820304
32000	-1716.2090531189062	-202.49898184013267	-1513.7100712787735	2.2543248514740215	2.2543248514740197	2.8714819729368664	0.80246158689258	0.09541433880032484	1.3848439473701946	0.4683178362631076	0.14246108188072606	2.5531608735700746	0.203180174471539	3.216549196866249	1.0920749823555533	0.8243296345902482	0.26589149917733285	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	11.0	0.0	-1513.7100712787735
33000	-1721.3332081177757	-205.96898419115323	-1515.3642239266226	2.22848379654694	2.2284837965469375	4.495403419193565	1.1677822765774581	0.2388167719817152	2.5956022908360334	0.8255980025665858	0.36219506679840874	4.3903259185351216	0.9715358962311463	1.1734453218374947	1.6501361745853729	0.7783688440569754	3.107785254674356	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0	10.0	0.0	-1515.3642239266226
34000	-1720.4499247129438	-187.95458486891295	-1532.495339844031	2.0373945375216373	2.0373945375216413	3.0219879622379797	1.0913074712935993	0.5037998439370422	2.4946139525268074	0.5604082192836461	0.6237660471655891	4.353812223906455	0.2849782659692603	2.4995579520687796	1.2475394507539743	1.2913605160198016	0.33149515452083633	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0	10.0	0.0	-1532.495339844031
35000	-1720.7655352891575	-167.68200278342715	-1553.0835325057303	1.7784640971313963	1.7784640971313994	1.7300080998272445	0.4519304450240306	0.12780344463784246	1.4423986361252703	0.5764093234866298	0.23339939072972635	2.113248948639262	0.19865545801522447	2.1415869778773753	1.465940537133805	0.478469396201277	6.811311170308726	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0	10.0	0.0	-1553.0835325057303
36000	-1710.5922111291852	-186.98103307823888	-1523.6111780509464	2.111416790846805	2.111416790846813	1.872004218266642	0.5509787665061947	0.17075821643920805	1.421207652949215	0.5892059453005134	0.08796713879975433	2.7402767347370296	0.2612185912951119	1.9559607847417495	0.950168663266443	0.6156306794090023	0.4743234356585927	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0	10.0	0.0	-1523.6111780509464
37000	-1711.6163242662149	-174.8044192331136	-1536.8119050331013	1.9678915931990673	1.9678915931990693	1.6640571221843388	0.25845412360105247	0.24870658783627736	1.152636862896061	0.4285115661592491	0.16022710523772052	1.8671298700528298	0.2633022088653925	0.23162821892266114	0.819853414255983	0.7614758339478973	0.19813295494264302	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	11.0	0.0	-1536.8119050331013
38000	-1717.0022670699232	-173.9363939451101	-1543.0658731248132	1.866377287012098	1.8663772870120958	3.079726838151869	0.7508833914560148	0.2473763380007444	2.309219413102242	1.0624407772817317	0.4592118316504859	4.993796361203705	0.31500255179135117	1.0467718329013218	1.4968241937883258	1.0760510551778348	0.4852873407822346	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0	10.0	0.0	-1543.0658731248132
39000	-1712.5694599336598	-192.89241282748716	-1519.6770471061727	2.160640202527141	2.1606402025271434	2.3962158104707747	0.4977861444158612	0.2335313693282907	1.197763260411892	0.4004829275054726	0.3349103199798452	2.5823815292447714	0.42620499874903134	1.5189515756873986	0.9960587048201833	0.656687456058306	0.21114592274438665	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	11.0	0.0	-1519.6770471061727
40000	-1716.3024303314394	-196.63604499870786	-1519.6663853327316	2.173730856329898	2.173730856329893	2.877943285085701	0.7983865535766991	0.23866482174848774	1.8056832308839026	0.6927370630386611	0.46183218758944267	4.2897611838559335	0.4000681883315718	0.23080974198166784	1.621736183547755	0.7121295868952974	0.06847234863473743	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	11.0	0.0	-1519.6663853327316
41000	-1719.3402309470466	-196.98941924173357	-1522.3508117053132	2.2173392775050766	2.217339277505073	3.1343202588809995	0.601085242687968	0.26537386493374504	2.0751727516955825	0.7913685165814472	0.3016057745107673	3.24093337171678	0.26365083151187463	0.08429825456677469	1.396841663570576	1.3821290551528616	0.08981561695103166	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	10.0	0.0	-1522.3508117053132
42000	-1713.211659762644	-195.30703833504856	-1517.9046214275954	2.177218893232279	2.1772188932322756	2.37993534936033	0.7624571992828174	0.15576316784331695	1.9157916943141227	0.6170266226382931	0.2791309336096652	3.316809640685462	0.4080599491066362	0.10779716857987624	1.9899092148787285	0.6324202467606972	0.03832585320754159	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	11.0	0.0	-1517.9046214275954
43000	-1712.9099632553662	-193.43790204323622	-1519.47206121213	2.18218782779575	2.1821878277957407	2.311922559228025	0.8713476219792102	0.5026397175647854	1.703993345720563	0.5617719435516345	0.2382985383046277	3.222789008522263	0.41188043933543267	0.09547166409993714	1.489456148860166	1.2476540624103802	0.09632715467214821	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0	10.0	0.0	-1519.47206121213
44000	-1709.4551734746917	-201.64056256261406	-1507.8146109120776	2.3016781716378296	2.3016781716378336	2.065079032708803	0.43126212035647254	0.15265943971588292	1.4700444792877752	0.42506698366137113	0.1429010376166715	2.3050578592642657	0.4422770580736613	0.029606863821380773	1.160942810054107	0.6244558392180178	0.20453011776788033	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	11.0	0.0	-1507.8146109120776
45000	-1710.860312060874	-177.60031893428174	-1533.2599931265922	1.976490206089289	1.976490206089291	2.2560099607781248	0.7450507424925015	0.3154063420313729	1.5946857291851904	0.4746678762816746	0.28905861007897554	3.2102352258974336	0.5565587590602478	0.021902863076403198	1.3199168499217695	0.6545323653154818	1.1544619404500374	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0	10.0	0.0	-1533.2599931265922
46000	-1716.1733774642632	-196.21636748595822	-1519.957009978305	2.205482519938337	2.2054825199383368	3.770801829016531	0.8029934861558504	0.44895675082762115	1.920868320232531	0.8098226040018436	0.1661886370771328	3.5652007176938385	0.3683090081665334	0.2339615671548776	1.5178809650360412	1.2541331227820127	1.2004598606002017	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0	9.0	0.0	-1519.957009978305
47000	-1715.4467741757244	-206.51531944870507	-1508.9314547270194	2.3302018658784314	2.33020186587843	2.7588256306559016	0.6250419651214779	0.17073241682088028	1.4740287444620712	0.45640026074685414	0.17230323150946347	3.032373320884753	0.2826570748749563	0.148945124074941	1.2953050538492437	1.3762780279273337	0.362623238871437	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	11.0	0.0	-1508.9314547270194
48000	-1706.8819253547329	-195.53612690496252	-1511.3457984497704	2.2739128100824897	2.2739128100824906	1.2992126353008118	0.3252441292753671	0.09039953908723551	0.9267089256245747	0.2846094095247934	0.29812471599054124	1.814059562826346	0.1440272023573886	0.7941409996055537	0.8389748106645437	0.49059221663828795	0.5566744168648199	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0	10.0	0.0	-1511.3457984497704
49000	-1706.5312262120385	-175.83835849080575	-1530.6928677212327	2.0444640927773223	2.044464092777316	0.7005214615226593	0.3375670761689072	0.031027623056203244	0.5218695023039609	0.2687841036197523	0.1091230342007476	1.2262227544350772	0.14147958129820404	0.3603364123867231	0.5740675127683751	0.3152394843972858	1.0633503296507976	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0	10.0	0.0	-1530.6928677212327
50000	-1716.8105916082382	-167.80719595913712	-1549.003395649101	1.8183300261360609	1.8183300261360542	3.8213979376827703	0.6034473994958766	0.09664517053005665	2.106312581293388	0.7772345193057074	0.3386734647279366	3.5439890094517725	0.4305943199944942	0.23333829736951095	1.1151256647558472	0.7065608250838775	1.0833045912548402	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0	10.0	0.0	-1549.003395649101
51000	-1706.6938017044497	-182.54951681378276	-1524.144284890667	2.0962652776512067	2.096265277651202	1.2689141834446136	0.42620163515540277	0.06451544313718473	0.7576753495798825	0.2975901814581672	0.14645704374849527	1.6522965976857331	0.23761810939023878	1.826454984207773	0.6075365261416137	0.5089994297690894	0.6185987841657671	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0	10.0	0.0	-1524.144284890667
52000	-1714.6219395205105	-184.32408483373246	-1530.297854686778	2.0335249688104144	2.033524968810417	3.0233013064490843	1.0945630429734412	0.20771359876328038	2.25889585199845	0.8257287083147219	0.31647412120251134	3.46857955785056	0.6020843909972627	0.9158619599334527	1.7387966029470046	0.4341811064083576	0.08287159635081943	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0	10.0	0.0	-1530.297854686778
53000	-1719.814316586091	-198.6836960409345	-1521.1306205451565	2.221797586646335	2.221797586646337	1.5455459379236367	0.8910450928256641	0.07193793998613358	1.5208788844838221	0.7166078979900199	0.10073740354702307	2.6267265913205047	0.6131054154810911	1.0675814938819912	1.664501590247446	0.8328481779107844	3.3296498879444743	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0	10.0	0.0	-1521.1306205451565
54000	-1713.0402634395589	-194.42802467416703	-1518.6122387653918	2.187903500626092	2.1879035006260876	2.6057789633900814	0.5724413816653265	0.3111967707188736	1.807342353306034	0.776906600481495	0.4296945450314322	3.1025324545353197	0.4224477039673473	0.4971472182044415	1.633067411692582	0.8312615152124555	0.31832569867458654	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0	10.0	0.0	-1518.6122387653918
55000	-1716.4032653962286	-185.24787364034705	-1531.1553917558815	2.092916540804538	2.092916540804532	1.0859777770018477	0.5429810749297559	0.21119860541755098	1.4585099506216999	0.42734313696700776	0.3787442379512155	2.300911133350154	0.5747564355153846	0.1389373531249544	1.2475061541627575	0.5680202733382711	0.033639326822664344	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	11.0	0.0	-1531.1553917558815
56000	-1720.5283010573935	-173.6767441938785	-1546.851556863515	1.877286778853628	1.8772867788536292	3.2010921566787824	0.6412470045663513	0.2836386100641584	1.8288322027795658	0.48261764041886623	0.24965049629658617	2.7972719507766817	0.11658826154833538	0.055052652880368064	0.9605427621611858	0.5708781928605472	0.16101122831484782	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	12.0	0.0	-1546.851556863515
